CVTA_ID,SampleDateTime,ForkLength,LAD_Race,Genetic_Assignment,Prob_Assignment,Spring_Pop_Assignment,Facility,Date_Assigned
C220003CVP,2022-01-07 00:00,130,Winter,Fall,0.944,NA,CVP,2025-06-27
C220007SWP,2022-04-18 00:00,120,Spring,Spring,0.952,Butte Creek Spring,SWP,2025-06-27
C220018CVP,2022-04-20 00:00,78,Fall,Fall,0.628,NA,CVP,2025-06-27
C220021CVP,2022-04-22 00:00,83,Fall,Fall,0.726,NA,CVP,2025-06-27
C220017SWP,2022-04-24 00:00,82,Fall,Fall,0.865,NA,SWP,2025-06-27
C220095CVP,2022-05-10 00:00,84,Fall,Fall,0.731,NA,CVP,2025-06-27
C220119CVP,2022-05-16 00:00,88,Fall,Fall,1,NA,CVP,2025-06-27
C220127CVPA,2022-12-17 22:00,185,Fall,Late Fall,1,NA,CVP,2025-06-27
C220098SWP,2022-12-18 13:00,137,Winter,Late Fall,0.999,NA,SWP,2025-06-27
C220099SWP,2022-12-28 05:00,154,Late Fall,Late Fall,1,NA,SWP,2025-06-27
C220099SWP,2022-12-28 05:00,154,Late Fall,Late Fall,1,NA,SWP,2025-06-27
C230012CVP,2023-01-04 00:00,148,Winter,Late Fall,1,NA,CVP,2025-06-27
C230009CVP,2023-01-04 00:00,36,Fall,Fall,0.789,NA,CVP,2025-06-27
C230009CVP,2023-01-04 12:00,36,Fall,Fall,0.789,NA,CVP,2025-06-27
C230012CVP,2023-01-04 22:00,148,Winter,Late Fall,1,NA,CVP,2025-06-27
C230016CVP,2023-01-12 00:00,166,Winter,Late Fall,0.998,NA,CVP,2025-06-27
C230019CVP,2023-01-12 00:00,42,Fall,Fall,0.775,NA,CVP,2025-06-27
C230019CVP,2023-01-12 10:00,42,Fall,Fall,0.775,NA,CVP,2025-06-27
C230016CVP,2023-01-12 08:00,166,Winter,Late Fall,0.998,NA,CVP,2025-06-27
C230022CVP,2023-01-13 00:00,35,Fall,Fall,0.994,NA,CVP,2025-06-27
C230022CVP,2023-01-13 10:00,35,Fall,Fall,0.994,NA,CVP,2025-06-27
C230076CVP,2023-01-29 00:00,145,Winter,Late Fall,0.522,NA,CVP,2025-06-27
C230076CVP,2023-01-30 16:00,145,Winter,Late Fall,0.522,NA,CVP,2025-06-27
C230108CVP,2023-02-09 00:00,38,Fall,Fall,0.908,NA,CVP,2025-06-27
C230108CVP,2023-02-09 12:00,38,Fall,Fall,0.908,NA,CVP,2025-06-27
C230112CVP,2023-02-18 00:00,44,Fall,Fall,0.957,NA,CVP,2025-06-27
C230112CVP,2023-02-18 06:00,44,Fall,Fall,0.957,NA,CVP,2025-06-27
C230113CVP,2023-02-22 00:00,48,Fall,Fall,0.623,NA,CVP,2025-06-27
C230113CVP,2023-02-22 12:00,48,Fall,Fall,0.623,NA,CVP,2025-06-27
C230116CVP,2023-02-28 00:00,138,Winter,Late Fall,0.988,NA,CVP,2025-06-27
C230117CVP,2023-02-28 00:00,148,Winter,Late Fall,0.976,NA,CVP,2025-06-27
C230116CVP,2023-02-28 10:00,138,Winter,Late Fall,0.988,NA,CVP,2025-06-27
C230117CVP,2023-02-28 23:59,148,Winter,Late Fall,0.976,NA,CVP,2025-06-27
C230179CVP,2023-03-30 00:00,228,Winter,Fall,0.99,NA,CVP,2025-06-27
C230179CVP,2023-03-30 23:59,228,Winter,Fall,0.99,NA,CVP,2025-06-27
C230165SWP,2023-04-11 00:00,122,Spring,Fall,0.999,NA,SWP,2025-06-27
C230165SWP,2023-04-11 14:00,122,Spring,Fall,0.999,NA,SWP,2025-06-27
C230092SWP,2023-04-12 00:00,135,Winter,Fall,0.583,NA,SWP,2025-06-27
C230092SWP,2023-04-12 09:00,135,Winter,Fall,0.583,NA,SWP,2025-06-27
C230112SWP,2023-04-24 00:00,123,Spring,Fall,0.62,NA,SWP,2025-06-27
C230112SWP,2023-04-24 15:00,123,Spring,Fall,0.62,NA,SWP,2025-06-27
C231008CVP,2023-05-17 00:00,113,Spring,Fall,0.501,NA,CVP,2025-06-27
C231008CVP,2023-05-17 06:00,113,Spring,Fall,0.501,NA,CVP,2025-06-27
C240001SWP,2024-01-11 08:15,146,Winter,Late Fall,0.632,NA,SWP,2025-01-13
C240002SWP,2024-01-11 16:20,126,Winter,Late Fall,0.953,NA,SWP,2025-01-13
C240004SWP,2024-01-14 16:20,152,Winter,Late Fall,1,NA,SWP,2025-01-13
C240007SWP,2024-01-27 16:30,139,Winter,Fall,0.591,NA,SWP,2025-01-13
C240021CVP,2024-01-28 20:00,152,Winter,Late Fall,1,NA,CVP,2025-01-13
C240023CVP,2024-01-29 08:00,143,Winter,Late Fall,1,NA,CVP,2025-01-13
C240032CVP,2024-02-01 06:00,178,Winter,Late Fall,1,NA,CVP,2025-01-13
C240017SWP,2024-02-05 17:30,182,Winter,Late Fall,0.975,NA,SWP,2025-01-13
C240018SWP,2024-02-06 09:00,208,Winter,Fall,0.992,NA,SWP,2025-01-13
C240022SWP,2024-02-07 07:00,168,Winter,Fall,0.993,NA,SWP,2025-01-13
C240061CVP,2024-02-07 08:00,182,Winter,Late Fall,1,NA,CVP,2025-01-13
C240071CVP,2024-02-07 12:00,167,Winter,Late Fall,1,NA,CVP,2025-01-13
C240072CVP,2024-02-07 12:00,156,Winter,Late Fall,0.978,NA,CVP,2025-01-13
C240024SWP,2024-02-07 14:00,159,Winter,Late Fall,1,NA,SWP,2025-01-13
C240025SWP,2024-02-07 14:45,185,Winter,Late Fall,1,NA,SWP,2025-01-13
C240026SWP,2024-02-07 14:45,209,Winter,Fall,0.994,NA,SWP,2025-01-13
C240077CVP,2024-02-07 22:00,137,Winter,Late Fall,1,NA,CVP,2025-01-13
C240027SWP,2024-02-08 07:00,141,Winter,Late Fall,1,NA,SWP,2025-01-13
C240028SWP,2024-02-08 07:00,133,Winter,Late Fall,1,NA,SWP,2025-01-13
C240087CVP,2024-02-08 08:00,120,Winter,Late Fall,1,NA,CVP,2025-01-13
C240029SWP,2024-02-08 09:00,178,Winter,Fall,0.689,NA,SWP,2025-01-13
C240032SWP,2024-02-08 11:00,155,Winter,Late Fall,1,NA,SWP,2025-01-13
C240031SWP,2024-02-08 11:00,138,Winter,Late Fall,0.993,NA,SWP,2025-01-13
C240047SWP,2024-02-09 16:30,130,Winter,Late Fall,0.999,NA,SWP,2025-01-13
C240109CVP,2024-02-09 18:00,115,Winter,Late Fall,1,NA,CVP,2025-01-13
C240110CVP,2024-02-09 22:00,150,Winter,Late Fall,1,NA,CVP,2025-01-13
C240113CVP,2024-02-09 23:59,133,Winter,Late Fall,1,NA,CVP,2025-01-13
C240054SWP,2024-02-10 15:00,100,Winter,Spring,0.595,Feather River,SWP,2025-01-13
C240134CVP,2024-02-11 06:00,126,Winter,Late Fall,1,NA,CVP,2025-01-13
C240133CVP,2024-02-11 06:00,120,Winter,Late Fall,1,NA,CVP,2025-01-13
C240057SWP,2024-02-11 09:00,143,Winter,Late Fall,1,NA,SWP,2025-01-13
C240212CVP,2024-02-13 06:00,183,Winter,Late Fall,0.998,NA,CVP,2025-01-13
C240228CVP,2024-02-13 10:00,122,Winter,Late Fall,1,NA,CVP,2025-01-13
C240262CVP,2024-02-14 23:59,138,Winter,Late Fall,1,NA,CVP,2025-01-13
C240065SWP,2024-02-15 08:30,133,Winter,Late Fall,1,NA,SWP,2025-01-13
C240312CVP,2024-02-16 20:00,175,Winter,Late Fall,1,NA,CVP,2025-01-13
C240351CVP,2024-02-20 06:00,99,Winter,Spring,0.914,Feather River,CVP,2025-01-13
C240374CVP,2024-02-21 20:00,123,Winter,Late Fall,1,NA,CVP,2025-01-13
C240084SWP,2024-02-22 16:30,136,Winter,Late Fall,1,NA,SWP,2025-01-13
C240091SWP,2024-02-23 03:00,129,Winter,Late Fall,1,NA,SWP,2025-01-13
C240099SWP,2024-02-23 07:00,123,Winter,Late Fall,0.793,NA,SWP,2025-01-13
C240140SWP,2024-02-24 16:30,138,Winter,Late Fall,1,NA,SWP,2025-01-13
C240136SWP,2024-02-24 16:30,182,Winter,Fall,0.992,NA,SWP,2025-01-13
C240141SWP,2024-02-24 16:30,123,Winter,Late Fall,0.554,NA,SWP,2025-01-13
C240769CVP,2024-02-25 02:00,133,Winter,Late Fall,1,NA,CVP,2025-01-13
C240770CVP,2024-02-25 04:00,124,Winter,Late Fall,1,NA,CVP,2025-01-13
C240867CVP,2024-02-26 08:00,44,Fall,Fall,0.773,NA,CVP,2025-01-13
C240282SWP,2024-02-26 16:30,109,Winter,Fall,0.916,NA,SWP,2025-01-13
C240903CVP,2024-02-27 06:00,105,Winter,Spring,0.99,Feather River,CVP,2025-01-13
C240902CVP,2024-02-27 06:00,97,Winter,Spring,0.859,Feather River,CVP,2025-01-13
C240911CVP,2024-02-27 18:00,130,Winter,Late Fall,1,NA,CVP,2025-01-13
C240943CVP,2024-02-28 06:00,179,Winter,Late Fall,1,NA,CVP,2025-01-13
C240985CVP,2024-02-29 12:00,132,Winter,Late Fall,0.927,NA,CVP,2025-01-13
C240988CVP,2024-02-29 18:00,150,Winter,Late Fall,1,NA,CVP,2025-01-13
C240993CVP,2024-02-29 20:00,107,Winter,Spring,0.529,Feather River,CVP,2025-01-13
C241001CVP,2024-02-29 23:59,37,Fall,Fall,0.728,NA,CVP,2025-01-13
C240319SWP,2024-03-01 07:00,100,Winter,Fall,0.968,NA,SWP,2025-01-13
C241069CVP,2024-03-04 04:00,109,Winter,Spring,0.971,Feather River,CVP,2025-01-13
C241090CVP,2024-03-04 23:59,150,Winter,Late Fall,1,NA,CVP,2025-01-13
C241089CVP,2024-03-04 23:59,109,Winter,Fall,0.995,NA,CVP,2025-01-13
C240353SWP,2024-03-05 07:00,113,Winter,Spring,0.973,Feather River,SWP,2025-01-13
C240356SWP,2024-03-05 07:00,112,Winter,Fall,0.916,NA,SWP,2025-01-13
C240351SWP,2024-03-05 07:00,148,Winter,Fall,0.49,NA,SWP,2025-01-13
C240360SWP,2024-03-05 16:30,115,Winter,Fall,0.823,NA,SWP,2025-01-13
C241105CVP,2024-03-05 18:00,110,Winter,Fall,0.512,NA,CVP,2025-01-13
C241110CVP,2024-03-05 20:00,157,Winter,Late Fall,1,NA,CVP,2025-01-13
C241134CVP,2024-03-06 06:00,107,Winter,Fall,0.906,NA,CVP,2025-01-13
C240375SWP,2024-03-06 17:30,132,Winter,Late Fall,1,NA,SWP,2025-01-13
C240373SWP,2024-03-06 17:30,138,Winter,Late Fall,1,NA,SWP,2025-01-13
C240374SWP,2024-03-06 17:30,133,Winter,Spring,0.747,Feather River,SWP,2025-01-13
C240378SWP,2024-03-06 17:30,105,Winter,Spring,0.739,Feather River,SWP,2025-01-13
C241183CVP,2024-03-07 06:00,126,Winter,Spring,0.643,Feather River,CVP,2025-01-13
C240390SWP,2024-03-07 09:00,103,Winter,Spring,0.855,Feather River,SWP,2025-01-13
C240392SWP,2024-03-07 13:00,151,Winter,Late Fall,1,NA,SWP,2025-01-13
C240399SWP,2024-03-07 17:30,107,Winter,Spring,0.707,Feather River,SWP,2025-01-13
C241199CVP,2024-03-08 04:00,115,Winter,Fall,0.987,NA,CVP,2025-01-13
C240410SWP,2024-03-08 09:00,112,Winter,Fall,0.613,NA,SWP,2025-01-13
C241214CVP,2024-03-08 14:00,103,Winter,Spring,0.977,Feather River,CVP,2025-01-13
C240438SWP,2024-03-10 17:00,103,Winter,Spring,0.556,Feather River,SWP,2025-01-13
C240444SWP,2024-03-14 15:00,137,Winter,Late Fall,0.999,NA,SWP,2025-01-13
C240446SWP,2024-03-14 16:30,130,Winter,Fall,0.395,NA,SWP,2025-01-13
C241290CVP,2024-03-14 22:00,91,Spring,Spring,0.846,Feather River,CVP,2025-01-13
C240456SWP,2024-03-15 16:30,175,Winter,Late Fall,1,NA,SWP,2025-01-13
C240452SWP,2024-03-15 16:30,126,Winter,Spring,0.964,Feather River,SWP,2025-01-13
C240453SWP,2024-03-15 16:30,110,Winter,Fall,0.543,NA,SWP,2025-01-13
C241296CVP,2024-03-15 23:59,148,Winter,Late Fall,0.949,NA,CVP,2025-01-13
C240460SWP,2024-03-16 11:00,119,Winter,Spring,0.81,Feather River,SWP,2025-01-13
C240463SWP,2024-03-16 15:00,129,Winter,Late Fall,1,NA,SWP,2025-01-13
C240465SWP,2024-03-16 16:30,157,Winter,Late Fall,1,NA,SWP,2025-01-13
C240471SWP,2024-03-16 16:30,114,Winter,Spring,0.94,Feather River,SWP,2025-01-13
C241297CVP,2024-03-16 18:00,129,Winter,Late Fall,1,NA,CVP,2025-01-13
C240184SWP,2024-03-17 11:00,138,Winter,Late Fall,1,NA,SWP,2025-01-13
C240188SWP,2024-03-17 18:30,129,Winter,Late Fall,1,NA,SWP,2025-01-13
C240190SWP,2024-03-17 18:30,115,Winter,Spring,0.997,Feather River,SWP,2025-01-13
C241306CVP,2024-03-18 14:00,155,Winter,Fall,0.59,NA,CVP,2025-01-13
C240479SWP,2024-03-19 13:00,124,Winter,Fall,0.996,NA,SWP,2025-01-13
C240485SWP,2024-03-20 16:00,117,Winter,Fall,0.351,NA,SWP,2025-01-13
C240498SWP,2024-03-20 16:30,140,Winter,Late Fall,1,NA,SWP,2025-01-13
C240508SWP,2024-03-20 16:30,114,Winter,Fall,1,NA,SWP,2025-01-13
C240566SWP,2024-03-23 16:30,119,Winter,Fall,0.976,NA,SWP,2025-01-13
C241380CVP,2024-03-25 06:00,144,Winter,Late Fall,1,NA,CVP,2025-01-13
C240602SWP,2024-03-25 16:30,101,Spring,Fall,0.861,NA,SWP,2025-01-13
C240648SWP,2024-03-26 07:30,142,Winter,Late Fall,1,NA,SWP,2025-01-13
C240635SWP,2024-03-26 07:30,144,Winter,Late Fall,0.996,NA,SWP,2025-01-13
C240650SWP,2024-03-26 07:30,80,Spring,Fall,0.714,NA,SWP,2025-01-13
C240686SWP,2024-03-27 05:00,85,Spring,Spring,0.974,Feather River,SWP,2025-01-13
C240686SWP,2024-03-27 05:00,85,Spring,Spring,0.974,Feather River,SWP,2025-01-13
C241403CVP,2024-03-27 06:00,132,Winter,Late Fall,0.998,NA,CVP,2025-01-13
C240691SWP,2024-03-27 13:00,101,Spring,Fall,0.951,NA,SWP,2025-01-13
C240718SWP,2024-03-27 14:30,118,Winter,Fall,1,NA,SWP,2025-01-13
C240707SWP,2024-03-27 14:30,128,Winter,Late Fall,0.994,NA,SWP,2025-01-13
C240706SWP,2024-03-27 14:30,117,Winter,Spring,0.788,Feather River,SWP,2025-01-13
C240734SWP,2024-03-27 14:30,94,Spring,Fall,0.512,NA,SWP,2025-01-13
C241406CVP,2024-03-27 16:00,102,Spring,Fall,0.983,NA,CVP,2025-01-13
C240202SWP,2024-03-28 17:00,99,Spring,Fall,0.614,NA,SWP,2025-01-13
C240232SWP,2024-03-29 14:50,121,Winter,Late Fall,1,NA,SWP,2025-01-13
C240225SWP,2024-03-29 14:50,109,Spring,Spring,0.929,Feather River,SWP,2025-01-13
C240818SWP,2024-03-30 16:00,138,Winter,Late Fall,0.998,NA,SWP,2025-01-13
C240821SWP,2024-03-30 16:00,97,Spring,Fall,0.893,NA,SWP,2025-01-13
C240817SWP,2024-03-30 16:00,121,Winter,Fall,0.659,NA,SWP,2025-01-13
C240823SWP,2024-03-30 17:00,150,Winter,Late Fall,1,NA,SWP,2025-01-13
C240826SWP,2024-03-30 17:00,127,Winter,Late Fall,1,NA,SWP,2025-01-13
C240838SWP,2024-03-30 17:50,86,Spring,Fall,0.904,NA,SWP,2025-01-13
C240744SWP,2024-04-01 09:00,139,Winter,Late Fall,1,NA,SWP,2025-01-13
C240745SWP,2024-04-01 09:00,109,Spring,Fall,0.931,NA,SWP,2025-01-13
C240784SWP,2024-04-02 07:30,111,Spring,Fall,0.856,NA,SWP,2025-01-13
C240794SWP,2024-04-02 07:30,102,Spring,Fall,0.723,NA,SWP,2025-01-13
C240893SWP,2024-04-02 13:00,142,Winter,Late Fall,1,NA,SWP,2025-01-13
C240894SWP,2024-04-02 15:00,89,Spring,Fall,0.998,NA,SWP,2025-01-13
C240900SWP,2024-04-03 07:00,142,Winter,Late Fall,0.98,NA,SWP,2025-01-13
C240897SWP,2024-04-03 07:00,170,Winter,Fall,0.927,NA,SWP,2025-01-13
C240961SWP,2024-04-04 18:30,135,Winter,Fall,0.962,NA,SWP,2025-01-13
C240862SWP,2024-04-06 07:30,161,Winter,Late Fall,1,NA,SWP,2025-01-13
C241513CVP,2024-04-09 06:00,90,Spring,Fall,0.81,NA,CVP,2025-01-13
C241067SWP,2024-04-09 18:45,139,Winter,Late Fall,1,NA,SWP,2025-01-13
C241055SWP,2024-04-09 18:45,144,Winter,Late Fall,0.986,NA,SWP,2025-01-13
C241044SWP,2024-04-09 18:45,144,Winter,Late Fall,0.973,NA,SWP,2025-01-13
C241045SWP,2024-04-09 18:45,143,Winter,Fall,0.782,NA,SWP,2025-01-13
C241077SWP,2024-04-09 18:45,82,Spring,Fall,0.696,NA,SWP,2025-01-13
C241054SWP,2024-04-09 18:45,86,Spring,Fall,0.474,NA,SWP,2025-01-13
C241090SWP,2024-04-10 06:45,138,Winter,Late Fall,0.849,NA,SWP,2025-01-13
C241551CVP,2024-04-11 20:00,75,Fall,Fall,0.928,NA,CVP,2025-01-13
C241144SWP,2024-04-12 19:00,133,Winter,Late Fall,1,NA,SWP,2025-01-13
C241688CVP,2024-04-16 16:00,85,Spring,Late Fall,1,NA,CVP,2025-01-13
C241721CVP,2024-04-18 02:00,85,Spring,Fall,0.986,NA,CVP,2025-01-13
C241323SWP,2024-04-18 19:30,94,Spring,Fall,0.485,NA,SWP,2025-01-13
C241546SWP,2024-04-19 16:00,106,Spring,Spring,0.9,Feather River,SWP,2025-01-13
C241599SWP,2024-04-19 16:30,86,Spring,Spring,0.992,Feather River,SWP,2025-01-13
C241810CVP,2024-04-20 14:00,93,Spring,Fall,0.441,NA,CVP,2025-01-13
C241885CVP,2024-04-21 18:00,85,Spring,Fall,0.383,NA,CVP,2025-01-13
C243316CVP,2024-05-17 02:00,90,Fall,Fall,0.632,NA,CVP,2025-01-13
C243440CVP,2024-05-17 14:00,105,Spring,Fall,0.921,NA,CVP,2025-01-13
C242530SWP,2024-06-03 18:30,92,Fall,Fall,0.935,NA,SWP,2025-01-13
C220098SWP,2022-12-18 00:00,137,Winter,Late Fall,0.999,NA,SWP,2025-06-27
