ID,SampleDateTime,ForkLength,Julian,Genetic_Assignment,Prob_Assignment,greb1L_classification,LAD_Race,Facility
U111701CVP,2011-05-17 10:00,107,321,Fall / Late Fall,0.991,,Spring,CVP
U111700CVP,2011-05-17 10:00,92,321,Fall / Late Fall,0.999,,Fall,CVP
U111702CVP,2011-05-17 12:00,98,321,Fall / Late Fall,0.985,,Fall,CVP
U111706CVP,2011-05-17 12:00,97,321,Fall / Late Fall,0.982,,Fall,CVP
U111708CVP,2011-05-17 12:00,105,321,Fall / Late Fall,0.995,,Spring,CVP
U111703CVP,2011-05-17 12:00,102,322,Fall / Late Fall,0.998,,Spring,CVP
U111704CVP,2011-05-17 12:00,97,322,Fall / Late Fall,0.941,,Fall,CVP
U111705CVP,2011-05-17 12:00,100,322,Fall / Late Fall,0.993,,Spring,CVP
U111707CVP,2011-05-17 12:00,116,322,Fall / Late Fall,1,,Spring,CVP
U111714CVP,2011-05-17 14:00,104,321,Fall / Late Fall,0.999,,Spring,CVP
U111715CVP,2011-05-17 14:00,99,321,Fall / Late Fall,0.974,,Spring,CVP
U111709CVP,2011-05-17 14:00,111,322,Fall / Late Fall,0.997,,Spring,CVP
U111710CVP,2011-05-17 14:00,107,322,Fall / Late Fall,1,,Spring,CVP
U111711CVP,2011-05-17 14:00,107,322,Fall / Late Fall,0.999,,Spring,CVP
U111712CVP,2011-05-17 14:00,103,322,Fall / Late Fall,1,,Spring,CVP
U111713CVP,2011-05-17 14:00,116,322,Fall / Late Fall,0.991,,Spring,CVP
U111716CVP,2011-05-17 14:00,109,322,Fall / Late Fall,0.997,,Spring,CVP
U111717CVP,2011-05-17 14:00,105,322,Fall / Late Fall,0.985,,Spring,CVP
U111718CVP,2011-05-17 14:00,105,322,Fall / Late Fall,0.985,,Spring,CVP
U111719CVP,2011-05-17 14:00,103,322,Fall / Late Fall,1,,Spring,CVP
U111723CVP,2011-05-17 16:00,100,321,Fall / Late Fall,0.889,,Spring,CVP
U111728CVP,2011-05-17 16:00,101,321,Fall / Late Fall,0.998,,Spring,CVP
U111729CVP,2011-05-17 16:00,101,321,Fall / Late Fall,0.993,,Spring,CVP
U111720CVP,2011-05-17 16:00,100,322,Fall / Late Fall,1,,Spring,CVP
U111721CVP,2011-05-17 16:00,107,322,Fall / Late Fall,1,,Spring,CVP
U111722CVP,2011-05-17 16:00,146,322,Fall / Late Fall,1,,Spring,CVP
U111724CVP,2011-05-17 16:00,106,322,Fall / Late Fall,0.996,,Spring,CVP
U111725CVP,2011-05-17 16:00,103,322,Fall / Late Fall,1,,Spring,CVP
U111726CVP,2011-05-17 16:00,112,322,Fall / Late Fall,0.99,,Spring,CVP
U111727CVP,2011-05-17 16:00,110,322,Fall / Late Fall,0.989,,Spring,CVP
U111734CVP,2011-05-17 18:00,106,321,Fall / Late Fall,0.881,,Spring,CVP
U111736CVP,2011-05-17 18:00,99,321,Fall / Late Fall,0.729,,Spring,CVP
U111739CVP,2011-05-17 18:00,94,321,Fall / Late Fall,0.99,,Fall,CVP
U111730CVP,2011-05-17 18:00,95,322,Fall / Late Fall,1,,Fall,CVP
U111731CVP,2011-05-17 18:00,110,322,Fall / Late Fall,0.997,,Spring,CVP
U111732CVP,2011-05-17 18:00,100,322,Fall / Late Fall,1,,Spring,CVP
U111733CVP,2011-05-17 18:00,100,322,Fall / Late Fall,0.995,,Spring,CVP
U111735CVP,2011-05-17 18:00,89,322,Fall / Late Fall,0.996,,Fall,CVP
U111737CVP,2011-05-17 18:00,104,322,Fall / Late Fall,1,,Spring,CVP
U111738CVP,2011-05-17 18:00,93,322,Fall / Late Fall,1,,Fall,CVP
U111744CVP,2011-05-17 20:00,100,321,Fall / Late Fall,1,,Spring,CVP
U111745CVP,2011-05-17 20:00,104,321,Fall / Late Fall,0.904,,Spring,CVP
U111746CVP,2011-05-17 20:00,103,321,Fall / Late Fall,0.993,,Spring,CVP
U111740CVP,2011-05-17 20:00,93,322,Fall / Late Fall,0.996,,Fall,CVP
U111741CVP,2011-05-17 20:00,117,322,Fall / Late Fall,0.966,,Spring,CVP
U111742CVP,2011-05-17 20:00,109,322,Fall / Late Fall,0.998,,Spring,CVP
U111743CVP,2011-05-17 20:00,108,322,Fall / Late Fall,0.999,,Spring,CVP
U111751CVP,2011-05-17 22:00,112,321,Fall / Late Fall,0.997,,Spring,CVP
U111753CVP,2011-05-17 22:00,106,321,Fall / Late Fall,0.996,,Spring,CVP
U111756CVP,2011-05-17 22:00,109,321,Fall / Late Fall,0.906,,Spring,CVP
U111757CVP,2011-05-17 22:00,104,321,Fall / Late Fall,0.995,,Spring,CVP
U111747CVP,2011-05-17 22:00,94,322,Fall / Late Fall,1,,Fall,CVP
U111748CVP,2011-05-17 22:00,94,322,Fall / Late Fall,1,,Fall,CVP
U111749CVP,2011-05-17 22:00,112,322,Fall / Late Fall,0.996,,Spring,CVP
U111750CVP,2011-05-17 22:00,111,322,Fall / Late Fall,0.993,,Spring,CVP
U111752CVP,2011-05-17 22:00,105,322,Fall / Late Fall,0.998,,Spring,CVP
U111754CVP,2011-05-17 22:00,100,322,Fall / Late Fall,1,,Spring,CVP
U111755CVP,2011-05-17 22:00,101,322,Fall / Late Fall,0.991,,Spring,CVP
U111758CVP,2011-05-17 23:59,110,321,Fall / Late Fall,0.63,,Spring,CVP
U111759CVP,2011-05-17 23:59,105,321,Fall / Late Fall,0.996,,Spring,CVP
U111760CVP,2011-05-17 23:59,104,321,Fall / Late Fall,0.966,,Spring,CVP
U111762CVP,2011-05-18 02:00,112,322,Fall / Late Fall,0.965,,Spring,CVP
U111763CVP,2011-05-18 02:00,107,322,Fall / Late Fall,0.761,,Spring,CVP
U111764CVP,2011-05-18 02:00,107,322,Fall / Late Fall,0.545,,Spring,CVP
U111765CVP,2011-05-18 02:00,122,322,Fall / Late Fall,0.911,,Spring,CVP
U111767CVP,2011-05-18 02:00,107,322,Fall / Late Fall,0.985,,Spring,CVP
U111771CVP,2011-05-18 02:00,103,322,Fall / Late Fall,0.997,,Spring,CVP
U111772CVP,2011-05-18 02:00,108,322,Fall / Late Fall,0.965,,Spring,CVP
U111766CVP,2011-05-18 02:00,99,322,Fall / Late Fall,1,,Fall,CVP
U111774CVP,2011-05-18 04:00,108,322,Fall / Late Fall,0.91,,Spring,CVP
U111777CVP,2011-05-18 04:00,127,322,Fall / Late Fall,0.934,,Spring,CVP
U111778CVP,2011-05-18 04:00,105,322,Fall / Late Fall,0.992,,Spring,CVP
U111779CVP,2011-05-18 04:00,114,322,Fall / Late Fall,0.981,,Spring,CVP
U111781CVP,2011-05-18 04:00,113,322,Fall / Late Fall,0.721,,Spring,CVP
U111782CVP,2011-05-18 04:00,100,322,Fall / Late Fall,0.96,,Spring,CVP
U111773CVP,2011-05-18 04:00,116,322,Fall / Late Fall,0.999,,Spring,CVP
U111775CVP,2011-05-18 04:00,120,322,Fall / Late Fall,0.979,,Spring,CVP
U111776CVP,2011-05-18 04:00,100,322,Fall / Late Fall,0.99,,Spring,CVP
U111780CVP,2011-05-18 04:00,106,322,Fall / Late Fall,0.999,,Spring,CVP
U111783CVP,2011-05-18 04:00,102,322,Fall / Late Fall,1,,Spring,CVP
U111784CVP,2011-05-18 04:00,111,322,Fall / Late Fall,1,,Spring,CVP
U111786CVP,2011-05-18 06:00,109,322,Fall / Late Fall,0.951,,Spring,CVP
U111787CVP,2011-05-18 06:00,106,322,Fall / Late Fall,0.964,,Spring,CVP
U111790CVP,2011-05-18 06:00,98,322,Fall / Late Fall,0.974,,Fall,CVP
U111791CVP,2011-05-18 06:00,101,322,Fall / Late Fall,0.971,,Spring,CVP
U111792CVP,2011-05-18 06:00,114,322,Fall / Late Fall,0.689,,Spring,CVP
U111788CVP,2011-05-18 06:00,102,322,Fall / Late Fall,1,,Spring,CVP
U111793CVP,2011-05-18 06:00,106,322,Fall / Late Fall,0.999,,Spring,CVP
U111794CVP,2011-05-18 08:00,104,322,Fall / Late Fall,0.822,,Spring,CVP
U111795CVP,2011-05-18 08:00,101,322,Fall / Late Fall,0.999,,Spring,CVP
U111798CVP,2011-05-18 08:00,113,322,Fall / Late Fall,0.902,,Spring,CVP
U111796CVP,2011-05-18 08:00,115,322,Fall / Late Fall,0.996,,Spring,CVP
U111797CVP,2011-05-18 08:00,102,322,Fall / Late Fall,0.99,,Spring,CVP
U111799CVP,2011-05-18 12:00,96,322,Fall / Late Fall,0.921,,Fall,CVP
U111801CVP,2011-05-18 14:00,99,322,Fall / Late Fall,0.986,,Fall,CVP
U111803CVP,2011-05-18 14:00,98,322,Fall / Late Fall,0.62,,Fall,CVP
U111800CVP,2011-05-18 14:00,100,323,Fall / Late Fall,1,,Spring,CVP
U111802CVP,2011-05-18 14:00,101,323,Fall / Late Fall,0.996,,Spring,CVP
U111804CVP,2011-05-18 16:00,107,323,Fall / Late Fall,0.999,,Spring,CVP
U111805CVP,2011-05-18 18:00,104,322,Fall / Late Fall,0.971,,Spring,CVP
U111806CVP,2011-05-18 18:00,102,322,Fall / Late Fall,0.9,,Spring,CVP
U111807CVP,2011-05-18 18:00,108,322,Fall / Late Fall,0.984,,Spring,CVP
U111808CVP,2011-05-18 18:00,119,323,Fall / Late Fall,1,,Spring,CVP
U111809CVP,2011-05-18 20:00,114,322,Spring,0.675,,Spring,CVP
U111810CVP,2011-05-18 20:00,105,323,Fall / Late Fall,1,,Spring,CVP
U111811CVP,2011-05-19 02:00,94,323,Fall / Late Fall,0.972,,Fall,CVP
U111812CVP,2011-05-19 04:00,106,323,Fall / Late Fall,0.859,,Spring,CVP
U111813CVP,2011-05-19 04:00,111,323,Fall / Late Fall,0.882,,Spring,CVP
U111816CVP,2011-05-19 04:00,100,323,Fall / Late Fall,0.85,,Fall,CVP
U111817CVP,2011-05-19 04:00,100,323,Fall / Late Fall,0.794,,Fall,CVP
U111818CVP,2011-05-19 06:00,129,323,Fall / Late Fall,1,,Spring,CVP
U111819CVP,2011-05-19 06:00,92,323,Fall / Late Fall,0.986,,Fall,CVP
U111820CVP,2011-05-19 06:00,86,323,Fall / Late Fall,0.999,,Fall,CVP
U111821CVP,2011-05-19 08:00,107,323,Fall / Late Fall,0.95,,Spring,CVP
U111822CVP,2011-05-19 12:00,101,323,Fall / Late Fall,0.999,,Spring,CVP
U111823CVP,2011-05-19 14:00,95,324,Fall / Late Fall,0.998,,Fall,CVP
U111824CVP,2011-05-19 16:00,90,323,Fall / Late Fall,0.689,,Fall,CVP
U111828CVP,2011-05-19 16:00,94,323,Fall / Late Fall,0.926,,Fall,CVP
U111825CVP,2011-05-19 16:00,105,324,Fall / Late Fall,0.999,,Spring,CVP
U111826CVP,2011-05-19 16:00,106,324,Fall / Late Fall,0.975,,Spring,CVP
U111827CVP,2011-05-19 16:00,100,324,Fall / Late Fall,0.999,,Fall,CVP
U111829CVP,2011-05-19 18:00,102,323,Fall / Late Fall,0.95,,Spring,CVP
U111830CVP,2011-05-19 18:00,104,323,Fall / Late Fall,0.996,,Spring,CVP
U111831CVP,2011-05-19 22:00,114,323,Fall / Late Fall,0.993,,Spring,CVP
U111832CVP,2011-05-19 22:00,103,324,Fall / Late Fall,0.965,,Spring,CVP
U111835CVP,2011-05-20 02:00,105,324,Spring,0.551,,Spring,CVP
U111837CVP,2011-05-20 04:00,103,324,Fall / Late Fall,0.936,,Spring,CVP
U111844CVP,2011-05-20 04:00,111,324,Fall / Late Fall,0.999,,Spring,CVP
U111846CVP,2011-05-20 04:00,97,324,Fall / Late Fall,0.982,,Fall,CVP
U111839CVP,2011-05-20 04:00,104,324,Fall / Late Fall,1,,Spring,CVP
U111841CVP,2011-05-20 04:00,116,324,Fall / Late Fall,0.993,,Spring,CVP
U111843CVP,2011-05-20 04:00,99,324,Fall / Late Fall,1,,Fall,CVP
U111845CVP,2011-05-20 04:00,101,324,Fall / Late Fall,0.99,,Spring,CVP
U111852CVP,2011-05-20 06:00,98,324,Fall / Late Fall,0.978,,Fall,CVP
U111849CVP,2011-05-20 06:00,92,324,Fall / Late Fall,1,,Fall,CVP
U111853CVP,2011-05-20 06:00,102,324,Fall / Late Fall,0.998,,Spring,CVP
U111854CVP,2011-05-20 06:00,96,324,Fall / Late Fall,0.999,,Fall,CVP
U111856CVP,2011-05-20 08:00,100,324,Fall / Late Fall,0.995,,Fall,CVP
U111855CVP,2011-05-20 08:00,100,324,Fall / Late Fall,0.999,,Fall,CVP
U111857CVP,2011-05-20 08:00,94,324,Fall / Late Fall,0.987,,Fall,CVP
U111858CVP,2011-05-20 08:00,94,324,Fall / Late Fall,1,,Fall,CVP
U111859CVP,2011-05-20 08:00,102,324,Fall / Late Fall,1,,Spring,CVP
U111863CVP,2011-05-20 10:00,111,324,Fall / Late Fall,0.522,,Spring,CVP
U111860CVP,2011-05-20 10:00,97,324,Fall / Late Fall,0.999,,Fall,CVP
U111861CVP,2011-05-20 10:00,101,324,Fall / Late Fall,0.983,,Spring,CVP
U111862CVP,2011-05-20 10:00,115,324,Fall / Late Fall,0.917,,Spring,CVP
U111864CVP,2011-05-20 10:00,102,324,Fall / Late Fall,0.998,,Spring,CVP
U111868CVP,2011-05-20 18:00,107,324,Fall / Late Fall,0.986,,Spring,CVP
U111865CVP,2011-05-20 18:00,100,325,Fall / Late Fall,0.995,,Fall,CVP
U111866CVP,2011-05-20 18:00,105,325,Fall / Late Fall,0.999,,Spring,CVP
U111867CVP,2011-05-20 18:00,92,325,Fall / Late Fall,0.995,,Fall,CVP
U111869CVP,2011-05-20 20:00,98,324,Fall / Late Fall,0.983,,Fall,CVP
U111870CVP,2011-05-20 20:00,100,325,Fall / Late Fall,0.996,,Fall,CVP
U111872CVP,2011-05-20 22:00,95,325,Fall / Late Fall,0.998,,Fall,CVP
U111875CVP,2011-05-21 02:00,105,325,Fall / Late Fall,0.635,,Spring,CVP
U111876CVP,2011-05-21 02:00,108,325,Fall / Late Fall,0.913,,Spring,CVP
U111877CVP,2011-05-21 04:00,108,325,Fall / Late Fall,0.987,,Spring,CVP
U111878CVP,2011-05-21 04:00,101,325,Fall / Late Fall,0.999,,Fall,CVP
U111880CVP,2011-05-21 06:00,110,325,Fall / Late Fall,1,,Spring,CVP
U111881CVP,2011-05-21 06:00,109,325,Fall / Late Fall,0.999,,Spring,CVP
U111883CVP,2011-05-21 06:00,103,325,Fall / Late Fall,0.999,,Spring,CVP
U111885CVP,2011-05-21 08:00,111,325,Fall / Late Fall,0.991,,Spring,CVP
U111887CVP,2011-05-21 10:00,104,325,Spring,0.893,,Spring,CVP
U111886CVP,2011-05-21 10:00,104,325,Fall / Late Fall,1,,Spring,CVP
U111894CVP,2011-05-21 12:00,105,325,Fall / Late Fall,0.99,,Spring,CVP
U111895CVP,2011-05-21 12:00,100,325,Fall / Late Fall,0.992,,Fall,CVP
U111896CVP,2011-05-21 12:00,120,325,Fall / Late Fall,0.995,,Spring,CVP
U111897CVP,2011-05-21 12:00,101,325,Fall / Late Fall,0.993,,Fall,CVP
U111889CVP,2011-05-21 12:00,110,326,Fall / Late Fall,1,,Spring,CVP
U111890CVP,2011-05-21 12:00,108,326,Fall / Late Fall,0.998,,Spring,CVP
U111891CVP,2011-05-21 12:00,107,326,Fall / Late Fall,1,,Spring,CVP
U111892CVP,2011-05-21 12:00,101,326,Fall / Late Fall,0.997,,Fall,CVP
U111893CVP,2011-05-21 12:00,95,326,Fall / Late Fall,0.998,,Fall,CVP
U111899CVP,2011-05-21 12:00,95,326,Fall / Late Fall,0.994,,Fall,CVP
U111900CVP,2011-05-21 14:00,115,325,Fall / Late Fall,0.991,,Spring,CVP
U111901CVP,2011-05-21 18:00,120,326,Fall / Late Fall,0.999,,Spring,CVP
U111902CVP,2011-05-21 18:00,102,326,Fall / Late Fall,0.984,,Spring,CVP
U111904CVP,2011-05-21 20:00,100,325,Fall / Late Fall,0.919,,Fall,CVP
U111906CVP,2011-05-21 20:00,102,325,Spring,0.511,,Spring,CVP
U111907CVP,2011-05-21 20:00,103,325,Fall / Late Fall,0.999,,Spring,CVP
U111908CVP,2011-05-21 20:00,113,325,Fall / Late Fall,0.974,,Spring,CVP
U111910CVP,2011-05-21 20:00,100,325,Fall / Late Fall,0.991,,Fall,CVP
U111912CVP,2011-05-21 20:00,109,325,Fall / Late Fall,0.979,,Spring,CVP
U111903CVP,2011-05-21 20:00,99,326,Fall / Late Fall,0.997,,Fall,CVP
U111905CVP,2011-05-21 20:00,95,326,Fall / Late Fall,1,,Fall,CVP
U111909CVP,2011-05-21 20:00,100,326,Fall / Late Fall,0.999,,Fall,CVP
U111913CVP,2011-05-21 20:00,90,326,Fall / Late Fall,0.997,,Fall,CVP
U111915CVP,2011-05-21 22:00,116,325,Fall / Late Fall,0.624,,Spring,CVP
U111917CVP,2011-05-21 22:00,100,325,Spring,0.94,,Fall,CVP
U111920CVP,2011-05-21 22:00,109,325,Fall / Late Fall,0.719,,Spring,CVP
U111921CVP,2011-05-21 22:00,102,325,Fall / Late Fall,0.976,,Spring,CVP
U111923CVP,2011-05-21 22:00,106,325,Spring,0.656,,Spring,CVP
U111924CVP,2011-05-21 22:00,95,325,Fall / Late Fall,0.998,,Fall,CVP
U111914CVP,2011-05-21 22:00,100,326,Fall / Late Fall,0.999,,Fall,CVP
U111916CVP,2011-05-21 22:00,113,326,Fall / Late Fall,0.977,,Spring,CVP
U111918CVP,2011-05-21 22:00,100,326,Fall / Late Fall,1,,Fall,CVP
U111919CVP,2011-05-21 22:00,106,326,Fall / Late Fall,0.999,,Spring,CVP
U111922CVP,2011-05-21 22:00,102,326,Fall / Late Fall,0.998,,Spring,CVP
U111926CVP,2011-05-21 23:59,97,325,Fall / Late Fall,0.993,,Fall,CVP
U111929CVP,2011-05-21 23:59,103,325,Fall / Late Fall,1,,Spring,CVP
U111925CVP,2011-05-21 23:59,104,326,Fall / Late Fall,0.991,,Spring,CVP
U111927CVP,2011-05-21 23:59,105,326,Fall / Late Fall,0.997,,Spring,CVP
U111928CVP,2011-05-21 23:59,103,326,Fall / Late Fall,1,,Spring,CVP
U111930CVP,2011-05-22 02:00,113,326,Fall / Late Fall,0.992,,Spring,CVP
U111931CVP,2011-05-22 04:00,96,326,Fall / Late Fall,1,,Fall,CVP
U111932CVP,2011-05-22 04:00,97,326,Fall / Late Fall,0.889,,Fall,CVP
U111934CVP,2011-05-22 04:00,101,326,Spring,0.599,,Fall,CVP
U111935CVP,2011-05-22 04:00,95,326,Fall / Late Fall,0.957,,Fall,CVP
U111933CVP,2011-05-22 04:00,105,326,Fall / Late Fall,0.984,,Spring,CVP
U111936CVP,2011-05-22 06:00,94,326,Fall / Late Fall,0.996,,Fall,CVP
U111939CVP,2011-05-22 06:00,98,326,Fall / Late Fall,0.891,,Fall,CVP
U111941CVP,2011-05-22 06:00,106,326,Fall / Late Fall,0.99,,Spring,CVP
U111937CVP,2011-05-22 06:00,88,326,Fall / Late Fall,1,,Fall,CVP
U111938CVP,2011-05-22 06:00,102,326,Fall / Late Fall,1,,Fall,CVP
U111942CVP,2011-05-22 08:00,95,326,Fall / Late Fall,0.999,,Fall,CVP
U111943CVP,2011-05-22 08:00,100,326,Fall / Late Fall,0.999,,Fall,CVP
U111945CVP,2011-05-22 10:00,106,326,Fall / Late Fall,0.994,,Spring,CVP
U111944CVP,2011-05-22 10:00,96,326,Fall / Late Fall,1,,Fall,CVP
U111947CVP,2011-05-22 12:00,100,326,Fall / Late Fall,0.976,,Fall,CVP
U111946CVP,2011-05-22 12:00,100,327,Fall / Late Fall,0.998,,Fall,CVP
U111948CVP,2011-05-22 14:00,97,327,Fall / Late Fall,0.997,,Fall,CVP
U111949CVP,2011-05-22 16:00,105,326,Fall / Late Fall,0.963,,Spring,CVP
U111950CVP,2011-05-22 16:00,104,327,Fall / Late Fall,0.953,,Spring,CVP
U111951CVP,2011-05-22 18:00,104,326,Fall / Late Fall,0.998,,Spring,CVP
U111952CVP,2011-05-22 18:00,109,326,Fall / Late Fall,0.909,,Spring,CVP
U111953CVP,2011-05-22 20:00,96,326,Fall / Late Fall,0.991,,Fall,CVP
U111954CVP,2011-05-22 20:00,108,326,Fall / Late Fall,0.931,,Spring,CVP
U111955CVP,2011-05-22 20:00,97,326,Fall / Late Fall,0.974,,Fall,CVP
U111956CVP,2011-05-22 20:00,116,326,Fall / Late Fall,0.999,,Spring,CVP
U111959CVP,2011-05-22 20:00,101,326,Fall / Late Fall,0.979,,Fall,CVP
U111962CVP,2011-05-22 20:00,97,326,Fall / Late Fall,1,,Fall,CVP
U111963CVP,2011-05-22 20:00,106,326,Fall / Late Fall,0.995,,Spring,CVP
U111957CVP,2011-05-22 20:00,103,327,Fall / Late Fall,0.995,,Spring,CVP
U111958CVP,2011-05-22 20:00,93,327,Fall / Late Fall,0.994,,Fall,CVP
U111960CVP,2011-05-22 20:00,101,327,Fall / Late Fall,1,,Fall,CVP
U111961CVP,2011-05-22 20:00,92,327,Fall / Late Fall,0.999,,Fall,CVP
U111964CVP,2011-05-22 22:00,113,326,Fall / Late Fall,0.968,,Spring,CVP
U111966CVP,2011-05-22 22:00,108,326,Spring,0.943,,Spring,CVP
U111968CVP,2011-05-22 22:00,109,326,Fall / Late Fall,0.975,,Spring,CVP
U111969CVP,2011-05-22 22:00,90,326,Fall / Late Fall,0.915,,Fall,CVP
U111971CVP,2011-05-22 22:00,97,326,Spring,0.75,,Fall,CVP
U111965CVP,2011-05-22 22:00,100,327,Fall / Late Fall,0.746,,Fall,CVP
U111967CVP,2011-05-22 22:00,94,327,Fall / Late Fall,0.995,,Fall,CVP
U111972CVP,2011-05-22 22:00,110,327,Fall / Late Fall,0.979,,Spring,CVP
U111973CVP,2011-05-22 22:00,99,327,Fall / Late Fall,0.723,,Fall,CVP
U111977CVP,2011-05-22 23:59,104,326,Fall / Late Fall,0.959,,Spring,CVP
U111978CVP,2011-05-22 23:59,107,326,Fall / Late Fall,0.985,,Spring,CVP
U111974CVP,2011-05-22 23:59,105,327,Fall / Late Fall,0.998,,Spring,CVP
U111975CVP,2011-05-22 23:59,98,327,Fall / Late Fall,0.999,,Fall,CVP
U111976CVP,2011-05-22 23:59,105,327,Fall / Late Fall,0.809,,Spring,CVP
U111979CVP,2011-05-23 02:00,95,327,Fall / Late Fall,0.998,,Fall,CVP
U111980CVP,2011-05-23 02:00,102,327,Fall / Late Fall,0.999,,Fall,CVP
U111981CVP,2011-05-23 02:00,98,327,Fall / Late Fall,0.995,,Fall,CVP
U111982CVP,2011-05-23 04:00,103,327,Fall / Late Fall,0.983,,Spring,CVP
U111983CVP,2011-05-23 04:00,97,327,Fall / Late Fall,1,,Fall,CVP
U111984CVP,2011-05-23 06:00,93,327,Fall / Late Fall,0.998,,Fall,CVP
U111985CVP,2011-05-23 06:00,101,327,Fall / Late Fall,0.889,,Fall,CVP
U111986CVP,2011-05-23 08:00,106,327,Fall / Late Fall,0.943,,Spring,CVP
U111987CVP,2011-05-23 08:00,107,327,Fall / Late Fall,0.853,,Spring,CVP
U111988CVP,2011-05-23 08:00,97,327,Fall / Late Fall,0.941,,Fall,CVP
U111989CVP,2011-05-23 08:00,100,327,Fall / Late Fall,0.989,,Fall,CVP
U111990CVP,2011-05-23 10:00,108,327,Fall / Late Fall,0.731,,Spring,CVP
U111993CVP,2011-05-23 10:00,104,327,Spring,0.593,,Spring,CVP
U111991CVP,2011-05-23 10:00,88,327,Fall / Late Fall,1,,Fall,CVP
U111992CVP,2011-05-23 10:00,84,327,Fall / Late Fall,0.994,,Fall,CVP
U111995CVP,2011-05-23 14:00,97,327,Fall / Late Fall,1,,Fall,CVP
U111997CVP,2011-05-23 14:00,101,327,Fall / Late Fall,0.992,,Fall,CVP
U112001CVP,2011-05-23 14:00,104,327,Fall / Late Fall,0.95,,Spring,CVP
U112002CVP,2011-05-23 14:00,94,327,Fall / Late Fall,0.998,,Fall,CVP
U112007CVP,2011-05-23 14:00,106,327,Fall / Late Fall,0.994,,Spring,CVP
U111994CVP,2011-05-23 14:00,97,328,Fall / Late Fall,0.996,,Fall,CVP
U111996CVP,2011-05-23 14:00,98,328,Fall / Late Fall,0.991,,Fall,CVP
U111998CVP,2011-05-23 14:00,101,328,Fall / Late Fall,0.884,,Fall,CVP
U111999CVP,2011-05-23 14:00,102,328,Fall / Late Fall,0.999,,Fall,CVP
U112000CVP,2011-05-23 14:00,96,328,Fall / Late Fall,0.998,,Fall,CVP
U112003CVP,2011-05-23 14:00,89,328,Fall / Late Fall,0.999,,Fall,CVP
U112004CVP,2011-05-23 14:00,92,328,Fall / Late Fall,1,,Fall,CVP
U112005CVP,2011-05-23 14:00,97,328,Fall / Late Fall,0.993,,Fall,CVP
U112006CVP,2011-05-23 14:00,112,328,Fall / Late Fall,0.999,,Spring,CVP
U112008CVP,2011-05-23 14:00,100,328,Fall / Late Fall,1,,Fall,CVP
U112009CVP,2011-05-23 14:00,95,328,Fall / Late Fall,0.999,,Fall,CVP
U112012CVP,2011-05-23 16:00,102,327,Fall / Late Fall,0.64,,Fall,CVP
U112010CVP,2011-05-23 16:00,112,328,Fall / Late Fall,0.999,,Spring,CVP
U112011CVP,2011-05-23 16:00,100,328,Fall / Late Fall,1,,Fall,CVP
U112013CVP,2011-05-23 18:00,109,327,Fall / Late Fall,0.932,,Spring,CVP
U112014CVP,2011-05-23 18:00,103,327,Fall / Late Fall,0.995,,Spring,CVP
U112015CVP,2011-05-23 20:00,95,327,Fall / Late Fall,0.971,,Fall,CVP
U112016CVP,2011-05-23 20:00,111,327,Fall / Late Fall,0.985,,Spring,CVP
U112019CVP,2011-05-23 20:00,106,327,Fall / Late Fall,0.998,,Spring,CVP
U112017CVP,2011-05-23 20:00,105,328,Fall / Late Fall,0.95,,Spring,CVP
U112018CVP,2011-05-23 20:00,101,328,Fall / Late Fall,1,,Fall,CVP
U112020CVP,2011-05-23 20:00,100,328,Fall / Late Fall,0.999,,Fall,CVP
U112021CVP,2011-05-23 22:00,111,327,Fall / Late Fall,0.763,,Spring,CVP
U112022CVP,2011-05-23 22:00,108,327,Fall / Late Fall,0.702,,Spring,CVP
U112024CVP,2011-05-23 22:00,96,327,Fall / Late Fall,0.99,,Fall,CVP
U112026CVP,2011-05-23 22:00,90,327,Fall / Late Fall,0.999,,Fall,CVP
U112023CVP,2011-05-23 22:00,106,328,Fall / Late Fall,0.999,,Spring,CVP
U112025CVP,2011-05-23 22:00,109,328,Fall / Late Fall,0.989,,Spring,CVP
U112027CVP,2011-05-23 23:59,108,327,Fall / Late Fall,0.86,,Spring,CVP
U112028CVP,2011-05-23 23:59,102,327,Spring,0.797,,Fall,CVP
U112029CVP,2011-05-23 23:59,90,327,Spring,0.898,,Fall,CVP
U112030CVP,2011-05-24 02:00,82,328,Fall / Late Fall,0.986,,Fall,CVP
U112032CVP,2011-05-24 02:00,104,328,Fall / Late Fall,0.979,,Spring,CVP
U112031CVP,2011-05-24 02:00,108,328,Fall / Late Fall,0.979,,Spring,CVP
U112033CVP,2011-05-24 06:00,100,328,Spring,0.799,,Fall,CVP
U112034CVP,2011-05-24 06:00,112,328,Fall / Late Fall,0.996,,Spring,CVP
U112035CVP,2011-05-24 06:00,106,328,Fall / Late Fall,0.999,,Spring,CVP
U112036CVP,2011-05-24 08:00,107,328,Fall / Late Fall,0.964,,Spring,CVP
U112037CVP,2011-05-24 08:00,101,328,Spring,0.92,,Fall,CVP
U112038CVP,2011-05-24 08:00,105,328,Fall / Late Fall,0.997,,Spring,CVP
U112039CVP,2011-05-24 08:00,85,328,Fall / Late Fall,0.999,,Fall,CVP
U112040CVP,2011-05-24 08:00,99,328,Fall / Late Fall,0.995,,Fall,CVP
U112041CVP,2011-05-24 08:00,84,328,Fall / Late Fall,0.974,,Fall,CVP
