Year,Survey,Date,Station,Net,AlphaCode,SizeGroup,Length,Frequency,PlusCount,Comments,TowArea,TowVolume
2025,4,2025-04-17T00:00:00Z,428,1,LONSME,8,23,3,NA,NA,NA,5651.3875
2025,4,2025-04-17T00:00:00Z,428,1,LONSME,8,24,2,NA,NA,NA,5651.3875
2025,4,2025-04-17T00:00:00Z,428,1,LONSME,8,27,3,NA,NA,NA,5651.3875
2025,4,2025-04-17T00:00:00Z,428,1,LONSME,8,NA,NA,11,smashed/ripped,NA,5651.3875
2025,4,2025-04-17T00:00:00Z,428,2,LONSME,8,20,3,NA,NA,760.559983,NA
2025,4,2025-04-17T00:00:00Z,428,2,LONSME,8,21,5,NA,NA,760.559983,NA
2025,4,2025-04-17T00:00:00Z,428,2,LONSME,8,22,1,NA,NA,760.559983,NA
2025,4,2025-04-17T00:00:00Z,428,2,LONSME,8,23,2,NA,NA,760.559983,NA
2025,4,2025-04-17T00:00:00Z,428,2,LONSME,8,24,3,NA,NA,760.559983,NA
2025,4,2025-04-17T00:00:00Z,428,2,LONSME,8,28,2,NA,NA,760.559983,NA
2025,4,2025-04-17T00:00:00Z,428,2,LONSME,8,29,1,NA,NA,760.559983,NA
2025,4,2025-04-17T00:00:00Z,428,2,LONSME,8,NA,NA,1,smashed/ripped,760.559983,NA
2025,4,2025-04-17T00:00:00Z,428,2,LONSME,8,21,2,NA,4 LONSME caught in bad tow:,760.559983,NA
2025,4,2025-04-17T00:00:00Z,428,2,LONSME,8,23,2,NA,NA,760.559983,NA
2025,4,2025-04-17T00:00:00Z,429,1,LONSME,8,20,1,NA,NA,NA,5948.375
2025,4,2025-04-17T00:00:00Z,429,1,LONSME,8,21,4,NA,NA,NA,5948.375
2025,4,2025-04-17T00:00:00Z,429,1,LONSME,8,22,4,NA,NA,NA,5948.375
2025,4,2025-04-17T00:00:00Z,429,1,LONSME,8,23,3,NA,NA,NA,5948.375
2025,4,2025-04-17T00:00:00Z,429,1,LONSME,8,24,1,NA,NA,NA,5948.375
2025,4,2025-04-17T00:00:00Z,429,1,LONSME,8,25,1,NA,NA,NA,5948.375
2025,4,2025-04-17T00:00:00Z,429,1,LONSME,8,26,1,NA,NA,NA,5948.375
2025,4,2025-04-17T00:00:00Z,429,2,LONSME,8,22,2,NA,NA,380.2799915,NA
2025,4,2025-04-17T00:00:00Z,429,2,LONSME,8,23,2,NA,NA,380.2799915,NA
2025,4,2025-04-17T00:00:00Z,430,1,LONSME,8,21,1,NA,NA,NA,6839.9125
2025,4,2025-04-17T00:00:00Z,430,1,LONSME,8,22,1,NA,NA,NA,6839.9125
2025,4,2025-04-17T00:00:00Z,430,1,LONSME,8,23,1,NA,NA,NA,6839.9125
2025,4,2025-04-17T00:00:00Z,430,1,LONSME,8,24,1,NA,NA,NA,6839.9125
2025,4,2025-04-17T00:00:00Z,430,2,LONSME,8,28,1,NA,NA,697.1799962,NA
2025,4,2025-04-17T00:00:00Z,431,1,LONSME,8,20,2,NA,NA,NA,6579.4375
2025,4,2025-04-17T00:00:00Z,431,1,LONSME,8,21,11,NA,NA,NA,6579.4375
2025,4,2025-04-17T00:00:00Z,431,1,LONSME,8,22,6,NA,NA,NA,6579.4375
2025,4,2025-04-17T00:00:00Z,431,1,LONSME,8,23,12,NA,NA,NA,6579.4375
2025,4,2025-04-17T00:00:00Z,431,1,LONSME,8,24,1,NA,NA,NA,6579.4375
2025,4,2025-04-17T00:00:00Z,431,1,LONSME,8,27,2,NA,NA,NA,6579.4375
2025,4,2025-04-17T00:00:00Z,431,2,LONSME,8,22,1,NA,NA,633.8000094,NA
2025,4,2025-04-17T00:00:00Z,431,2,LONSME,8,23,1,NA,NA,633.8000094,NA
2025,4,2025-04-17T00:00:00Z,431,2,LONSME,8,24,1,NA,NA,633.8000094,NA
2025,4,2025-04-17T00:00:00Z,432,1,LONSME,8,20,1,NA,Did not keep LONSME-> poor condition,NA,6145.6
2025,4,2025-04-17T00:00:00Z,432,2,LONSME,8,22,1,NA,NA,760.559983,NA
2025,4,2025-04-17T00:00:00Z,432,2,LONSME,8,23,1,NA,NA,760.559983,NA
2025,4,2025-04-17T00:00:00Z,433,1,LONSME,8,20,1,NA,NA,NA,5834.525
2025,4,2025-04-17T00:00:00Z,433,1,LONSME,8,21,1,NA,NA,NA,5834.525
2025,4,2025-04-17T00:00:00Z,433,1,LONSME,8,22,2,NA,NA,NA,5834.525
2025,4,2025-04-17T00:00:00Z,447,1,LONSME,8,21,2,NA,NA,NA,7007.8125
2025,4,2025-04-17T00:00:00Z,447,1,LONSME,8,22,3,NA,NA,NA,7007.8125
2025,4,2025-04-17T00:00:00Z,447,1,LONSME,8,23,6,NA,NA,NA,7007.8125
2025,4,2025-04-17T00:00:00Z,447,1,LONSME,8,24,8,NA,NA,NA,7007.8125
2025,4,2025-04-17T00:00:00Z,447,1,LONSME,8,25,4,NA,NA,NA,7007.8125
2025,4,2025-04-17T00:00:00Z,447,1,LONSME,8,26,3,NA,NA,NA,7007.8125
2025,4,2025-04-17T00:00:00Z,447,1,LONSME,8,27,7,NA,NA,NA,7007.8125
2025,4,2025-04-17T00:00:00Z,447,1,LONSME,8,28,2,NA,NA,NA,7007.8125
2025,4,2025-04-17T00:00:00Z,447,1,LONSME,8,30,1,NA,NA,NA,7007.8125
2025,4,2025-04-17T00:00:00Z,447,1,LONSME,8,31,1,NA,NA,NA,7007.8125
2025,4,2025-04-17T00:00:00Z,447,1,LONSME,8,33,1,NA,NA,NA,7007.8125
2025,4,2025-04-17T00:00:00Z,534,1,LONSME,8,21,1,NA,NA,NA,6349.15
2025,5,2025-05-20T00:00:00Z,109,2,LONSME,8,34,2,NA,NA,570.4200227,NA
2025,5,2025-05-20T00:00:00Z,109,2,LONSME,8,35,2,NA,NA,570.4200227,NA
2025,5,2025-05-20T00:00:00Z,109,2,LONSME,8,36,1,NA,NA,570.4200227,NA
2025,5,2025-05-20T00:00:00Z,109,2,LONSME,8,37,1,NA,NA,570.4200227,NA
2025,5,2025-05-20T00:00:00Z,110,2,LONSME,8,20,1,NA,NA,570.4200227,NA
2025,5,2025-05-20T00:00:00Z,110,2,LONSME,8,35,1,NA,NA,570.4200227,NA
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,0,43,4,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,0,44,1,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,0,45,2,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,0,47,2,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,0,48,1,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,0,50,1,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,0,53,1,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,0,55,1,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,0,56,3,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,0,57,1,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,8,29,1,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,8,32,2,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,8,35,1,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,8,37,1,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,8,38,2,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,1,LONSME,8,39,1,NA,NA,NA,5656.85
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,0,40,2,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,0,41,4,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,0,42,1,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,0,43,7,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,0,46,1,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,0,47,1,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,0,48,1,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,0,49,1,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,0,50,1,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,0,53,1,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,8,30,2,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,8,31,7,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,8,32,7,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,8,33,4,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,8,34,3,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,8,35,8,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,8,36,4,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,8,37,7,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,8,38,3,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,8,39,5,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,211,2,LONSME,8,NA,NA,15,50+ fish (11 plus 4 from shrimp),887.3200038,NA
2025,5,2025-05-19T00:00:00Z,212,2,LONSME,8,31,1,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,212,2,LONSME,8,36,1,NA,NA,887.3200038,NA
2025,5,2025-05-19T00:00:00Z,213,2,LONSME,8,36,1,NA,NA,443.6600019,NA
2025,5,2025-05-19T00:00:00Z,214,1,LONSME,8,30,1,NA,NA,NA,5522.875
2025,5,2025-05-19T00:00:00Z,214,1,LONSME,8,32,1,NA,NA,NA,5522.875
2025,5,2025-05-19T00:00:00Z,214,1,LONSME,8,38,1,NA,NA,NA,5522.875
2025,5,2025-05-19T00:00:00Z,214,2,LONSME,8,28,1,NA,NA,633.8000094,NA
2025,5,2025-05-19T00:00:00Z,215,1,LONSME,0,87,1,NA,NA,NA,4671.3
2025,5,2025-05-19T00:00:00Z,215,1,LONSME,0,89,1,NA,NA,NA,4671.3
2025,5,2025-05-19T00:00:00Z,215,1,LONSME,0,94,1,NA,NA,NA,4671.3
2025,5,2025-05-19T00:00:00Z,215,1,LONSME,0,115,1,NA,NA,NA,4671.3
2025,5,2025-05-19T00:00:00Z,215,1,LONSME,8,32,1,NA,NA,NA,4671.3
2025,5,2025-05-19T00:00:00Z,215,1,LONSME,8,35,1,NA,NA,NA,4671.3
2025,5,2025-05-19T00:00:00Z,215,2,LONSME,0,40,1,NA,NA,316.9000047,NA
2025,5,2025-05-19T00:00:00Z,215,2,LONSME,8,31,2,NA,NA,316.9000047,NA
2025,5,2025-05-19T00:00:00Z,215,2,LONSME,8,35,1,NA,NA,316.9000047,NA
2025,5,2025-05-19T00:00:00Z,215,2,LONSME,8,36,1,NA,NA,316.9000047,NA
2025,5,2025-05-19T00:00:00Z,216,2,LONSME,0,49,1,NA,NA,1077.460011,NA
2025,5,2025-05-19T00:00:00Z,216,2,LONSME,8,33,1,NA,NA,1077.460011,NA
2025,5,2025-05-19T00:00:00Z,216,2,LONSME,8,34,1,NA,NA,1077.460011,NA
2025,5,2025-05-19T00:00:00Z,216,2,LONSME,8,37,2,NA,NA,1077.460011,NA
2025,5,2025-05-19T00:00:00Z,243,1,LONSME,0,52,1,NA,NA,NA,7698.1
2025,5,2025-05-19T00:00:00Z,243,2,LONSME,8,36,1,NA,NA,950.7000378,NA
2025,5,2025-05-19T00:00:00Z,243,2,LONSME,8,38,1,NA,NA,950.7000378,NA
2025,5,2025-05-19T00:00:00Z,243,2,LONSME,8,NA,NA,2,partial bodies,950.7000378,NA
2025,5,2025-05-08T00:00:00Z,317,2,LONSME,8,31,2,NA,NA,823.9399698,NA
2025,5,2025-05-08T00:00:00Z,317,2,LONSME,8,33,1,NA,NA,823.9399698,NA
2025,5,2025-05-08T00:00:00Z,317,2,LONSME,8,35,1,NA,NA,823.9399698,NA
2025,5,2025-05-08T00:00:00Z,320,2,LONSME,8,32,1,NA,NA,1077.460011,NA
2025,5,2025-05-08T00:00:00Z,320,2,LONSME,8,33,1,NA,NA,1077.460011,NA
2025,5,2025-05-08T00:00:00Z,321,2,LONSME,8,29,1,NA,NA,1077.460011,NA
2025,5,2025-05-08T00:00:00Z,323,2,LONSME,0,45,1,NA,NA,887.3200038,NA
2025,5,2025-05-08T00:00:00Z,323,2,LONSME,0,71,1,NA,NA,887.3200038,NA
2025,5,2025-05-08T00:00:00Z,323,2,LONSME,8,34,1,NA,NA,887.3200038,NA
2025,5,2025-05-08T00:00:00Z,325,1,LONSME,8,34,1,NA,NA,NA,7477.875
2025,5,2025-05-08T00:00:00Z,325,2,LONSME,8,39,1,NA,NA,887.3200038,NA
2025,5,2025-05-08T00:00:00Z,345,2,LONSME,8,28,1,NA,NA,950.7000378,NA
2025,5,2025-05-08T00:00:00Z,346,1,LONSME,0,41,1,NA,NA,NA,7386.7375
2025,5,2025-05-08T00:00:00Z,346,1,LONSME,0,42,1,NA,NA,NA,7386.7375
2025,5,2025-05-08T00:00:00Z,346,1,LONSME,8,32,1,NA,NA,NA,7386.7375
2025,5,2025-05-08T00:00:00Z,346,1,LONSME,8,33,2,NA,NA,NA,7386.7375
2025,5,2025-05-08T00:00:00Z,346,1,LONSME,8,39,1,NA,NA,NA,7386.7375
2025,5,2025-05-08T00:00:00Z,346,2,LONSME,0,87,1,NA,NA,760.559983,NA
2025,5,2025-05-07T00:00:00Z,427,1,LONSME,0,43,2,NA,NA,NA,4136.55
2025,5,2025-05-07T00:00:00Z,427,1,LONSME,8,31,1,NA,NA,NA,4136.55
2025,5,2025-05-07T00:00:00Z,427,1,LONSME,8,33,1,NA,NA,NA,4136.55
2025,5,2025-05-07T00:00:00Z,427,2,LONSME,0,40,1,NA,NA,950.7000378,NA
2025,5,2025-05-07T00:00:00Z,427,2,LONSME,0,83,1,NA,NA,950.7000378,NA
2025,5,2025-05-07T00:00:00Z,427,2,LONSME,8,27,1,NA,NA,950.7000378,NA
2025,5,2025-05-07T00:00:00Z,427,2,LONSME,8,30,1,NA,NA,950.7000378,NA
2025,5,2025-05-07T00:00:00Z,427,2,LONSME,8,31,1,NA,NA,950.7000378,NA
2025,5,2025-05-07T00:00:00Z,427,2,LONSME,8,32,1,NA,NA,950.7000378,NA
2025,5,2025-05-07T00:00:00Z,427,2,LONSME,8,33,1,NA,NA,950.7000378,NA
2025,5,2025-05-07T00:00:00Z,427,2,LONSME,8,34,1,NA,NA,950.7000378,NA
2025,5,2025-05-07T00:00:00Z,427,2,LONSME,8,36,1,NA,NA,950.7000378,NA
2025,5,2025-05-07T00:00:00Z,428,1,LONSME,0,41,1,NA,NA,NA,5794.275
2025,5,2025-05-07T00:00:00Z,428,1,LONSME,0,75,1,NA,NA,NA,5794.275
2025,5,2025-05-07T00:00:00Z,428,1,LONSME,0,77,1,NA,NA,NA,5794.275
2025,5,2025-05-07T00:00:00Z,428,1,LONSME,8,31,1,NA,NA,NA,5794.275
2025,5,2025-05-07T00:00:00Z,428,1,LONSME,8,36,1,NA,NA,NA,5794.275
2025,5,2025-05-07T00:00:00Z,428,2,LONSME,8,34,2,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,428,2,LONSME,8,35,2,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,429,1,LONSME,8,20,1,NA,NA,NA,6567.65
2025,5,2025-05-07T00:00:00Z,429,1,LONSME,8,32,1,NA,NA,NA,6567.65
2025,5,2025-05-07T00:00:00Z,430,1,LONSME,8,21,1,NA,NA,NA,7572.175
2025,5,2025-05-07T00:00:00Z,430,1,LONSME,8,22,1,NA,NA,NA,7572.175
2025,5,2025-05-07T00:00:00Z,430,1,LONSME,8,24,1,NA,NA,NA,7572.175
2025,5,2025-05-07T00:00:00Z,430,1,LONSME,8,26,1,NA,NA,NA,7572.175
2025,5,2025-05-07T00:00:00Z,430,1,LONSME,8,32,1,NA,NA,NA,7572.175
2025,5,2025-05-07T00:00:00Z,430,1,LONSME,8,33,1,NA,NA,NA,7572.175
2025,5,2025-05-07T00:00:00Z,430,1,LONSME,8,NA,NA,1,damaged,NA,7572.175
2025,5,2025-05-07T00:00:00Z,430,2,LONSME,8,27,1,NA,NA,507.0399887,NA
2025,5,2025-05-07T00:00:00Z,430,2,LONSME,8,28,2,NA,NA,507.0399887,NA
2025,5,2025-05-07T00:00:00Z,430,2,LONSME,8,29,1,NA,NA,507.0399887,NA
2025,5,2025-05-07T00:00:00Z,430,2,LONSME,8,30,1,NA,NA,507.0399887,NA
2025,5,2025-05-07T00:00:00Z,430,2,LONSME,8,31,3,NA,NA,507.0399887,NA
2025,5,2025-05-07T00:00:00Z,430,2,LONSME,8,32,2,NA,NA,507.0399887,NA
2025,5,2025-05-07T00:00:00Z,430,2,LONSME,8,33,2,NA,NA,507.0399887,NA
2025,5,2025-05-07T00:00:00Z,430,2,LONSME,8,34,3,NA,NA,507.0399887,NA
2025,5,2025-05-07T00:00:00Z,431,1,LONSME,8,21,2,NA,NA,NA,7128.85
2025,5,2025-05-07T00:00:00Z,431,1,LONSME,8,23,4,NA,NA,NA,7128.85
2025,5,2025-05-07T00:00:00Z,431,1,LONSME,8,24,6,NA,NA,NA,7128.85
2025,5,2025-05-07T00:00:00Z,431,1,LONSME,8,26,3,NA,NA,NA,7128.85
2025,5,2025-05-07T00:00:00Z,431,1,LONSME,8,27,2,NA,NA,NA,7128.85
2025,5,2025-05-07T00:00:00Z,431,1,LONSME,8,28,5,NA,NA,NA,7128.85
2025,5,2025-05-07T00:00:00Z,431,1,LONSME,8,31,1,NA,NA,NA,7128.85
2025,5,2025-05-07T00:00:00Z,431,1,LONSME,8,32,2,NA,NA,NA,7128.85
2025,5,2025-05-07T00:00:00Z,431,1,LONSME,8,33,1,NA,NA,NA,7128.85
2025,5,2025-05-07T00:00:00Z,431,1,LONSME,8,35,1,NA,NA,NA,7128.85
2025,5,2025-05-07T00:00:00Z,431,1,LONSME,8,NA,NA,1,damaged,NA,7128.85
2025,5,2025-05-07T00:00:00Z,431,2,LONSME,8,21,5,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,431,2,LONSME,8,22,1,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,431,2,LONSME,8,23,7,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,431,2,LONSME,8,24,3,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,431,2,LONSME,8,25,5,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,431,2,LONSME,8,26,5,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,431,2,LONSME,8,27,4,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,431,2,LONSME,8,28,4,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,431,2,LONSME,8,29,6,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,431,2,LONSME,8,31,4,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,431,2,LONSME,8,32,1,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,431,2,LONSME,8,33,1,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,431,2,LONSME,8,34,1,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,431,2,LONSME,8,36,3,NA,NA,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,431,2,LONSME,8,NA,NA,51,50+ fish,697.1799962,NA
2025,5,2025-05-07T00:00:00Z,432,1,LONSME,8,32,1,NA,NA,NA,6033.7625
2025,5,2025-05-07T00:00:00Z,432,1,LONSME,8,33,1,NA,NA,NA,6033.7625
2025,5,2025-05-07T00:00:00Z,432,1,LONSME,8,36,1,NA,NA,NA,6033.7625
2025,5,2025-05-07T00:00:00Z,432,2,LONSME,8,30,1,NA,NA,887.3200038,NA
2025,5,2025-05-07T00:00:00Z,432,2,LONSME,8,31,1,NA,NA,887.3200038,NA
2025,5,2025-05-07T00:00:00Z,432,2,LONSME,8,32,1,NA,NA,887.3200038,NA
2025,5,2025-05-07T00:00:00Z,432,2,LONSME,8,33,2,NA,NA,887.3200038,NA
2025,5,2025-05-07T00:00:00Z,433,1,LONSME,8,20,1,NA,NA,NA,4358.2125
2025,5,2025-05-07T00:00:00Z,433,1,LONSME,8,21,1,NA,NA,NA,4358.2125
2025,5,2025-05-07T00:00:00Z,433,1,LONSME,8,22,4,NA,NA,NA,4358.2125
2025,5,2025-05-07T00:00:00Z,433,1,LONSME,8,23,5,NA,NA,NA,4358.2125
2025,5,2025-05-07T00:00:00Z,433,1,LONSME,8,24,3,NA,NA,NA,4358.2125
2025,5,2025-05-07T00:00:00Z,433,1,LONSME,8,26,2,NA,NA,NA,4358.2125
2025,5,2025-05-07T00:00:00Z,433,1,LONSME,8,28,1,NA,NA,NA,4358.2125
2025,5,2025-05-07T00:00:00Z,433,1,LONSME,8,29,2,NA,NA,NA,4358.2125
2025,5,2025-05-07T00:00:00Z,433,1,LONSME,8,30,1,NA,NA,NA,4358.2125
2025,5,2025-05-07T00:00:00Z,433,1,LONSME,8,31,1,NA,NA,NA,4358.2125
2025,5,2025-05-07T00:00:00Z,433,1,LONSME,8,32,3,NA,NA,NA,4358.2125
2025,5,2025-05-07T00:00:00Z,433,2,LONSME,8,21,3,NA,NA,1140.840045,NA
2025,5,2025-05-07T00:00:00Z,433,2,LONSME,8,22,2,NA,NA,1140.840045,NA
2025,5,2025-05-07T00:00:00Z,433,2,LONSME,8,23,5,NA,NA,1140.840045,NA
2025,5,2025-05-07T00:00:00Z,433,2,LONSME,8,24,4,NA,NA,1140.840045,NA
2025,5,2025-05-07T00:00:00Z,433,2,LONSME,8,26,1,NA,NA,1140.840045,NA
2025,5,2025-05-07T00:00:00Z,433,2,LONSME,8,27,3,NA,NA,1140.840045,NA
2025,5,2025-05-07T00:00:00Z,433,2,LONSME,8,28,2,NA,NA,1140.840045,NA
2025,5,2025-05-07T00:00:00Z,433,2,LONSME,8,30,1,NA,NA,1140.840045,NA
2025,5,2025-05-07T00:00:00Z,433,2,LONSME,8,31,1,NA,NA,1140.840045,NA
2025,5,2025-05-07T00:00:00Z,433,2,LONSME,8,32,2,NA,NA,1140.840045,NA
2025,5,2025-05-07T00:00:00Z,447,2,LONSME,8,31,1,NA,NA,1077.460011,NA
2025,5,2025-05-07T00:00:00Z,534,1,LONSME,8,20,4,NA,NA,NA,8044.825
2025,5,2025-05-07T00:00:00Z,534,1,LONSME,8,21,6,NA,NA,NA,8044.825
2025,5,2025-05-07T00:00:00Z,534,1,LONSME,8,22,5,NA,NA,NA,8044.825
2025,5,2025-05-07T00:00:00Z,534,1,LONSME,8,23,9,NA,NA,NA,8044.825
2025,5,2025-05-07T00:00:00Z,534,1,LONSME,8,24,4,NA,NA,NA,8044.825
2025,5,2025-05-07T00:00:00Z,534,1,LONSME,8,25,3,NA,NA,NA,8044.825
2025,5,2025-05-07T00:00:00Z,534,1,LONSME,8,26,1,NA,NA,NA,8044.825
2025,5,2025-05-07T00:00:00Z,534,1,LONSME,8,27,3,NA,NA,NA,8044.825
2025,5,2025-05-07T00:00:00Z,534,1,LONSME,8,28,1,NA,NA,NA,8044.825
2025,5,2025-05-07T00:00:00Z,534,1,LONSME,8,NA,NA,3,50+ fish,NA,8044.825
2025,5,2025-05-07T00:00:00Z,534,2,LONSME,8,24,1,NA,NA,380.2799915,NA
2025,5,2025-05-07T00:00:00Z,534,2,LONSME,8,25,2,NA,NA,380.2799915,NA
2025,5,2025-05-07T00:00:00Z,534,2,LONSME,8,27,2,NA,NA,380.2799915,NA
2025,5,2025-05-07T00:00:00Z,534,2,LONSME,8,28,1,NA,NA,380.2799915,NA
2025,5,2025-05-07T00:00:00Z,534,2,LONSME,8,31,1,NA,NA,380.2799915,NA
2025,5,2025-05-07T00:00:00Z,534,2,LONSME,8,32,1,NA,NA,380.2799915,NA
2025,5,2025-05-07T00:00:00Z,535,2,LONSME,8,24,1,NA,NA,823.9399698,NA
2025,6,2025-06-18T00:00:00Z,109,2,LONSME,0,44,1,NA,NA,823.9399698,NA
2025,6,2025-06-18T00:00:00Z,110,2,LONSME,0,44,1,NA,NA,633.8000094,NA
2025,6,2025-06-18T00:00:00Z,110,2,LONSME,0,46,1,NA,NA,633.8000094,NA
2025,6,2025-06-18T00:00:00Z,110,2,LONSME,0,52,1,NA,NA,633.8000094,NA
2025,6,2025-06-17T00:00:00Z,211,1,LONSME,0,40,1,NA,NA,NA,6623.1375
2025,6,2025-06-17T00:00:00Z,211,1,LONSME,0,46,1,NA,NA,NA,6623.1375
2025,6,2025-06-17T00:00:00Z,211,1,LONSME,0,52,1,NA,NA,NA,6623.1375
2025,6,2025-06-17T00:00:00Z,211,1,LONSME,0,53,1,NA,NA,NA,6623.1375
2025,6,2025-06-17T00:00:00Z,211,1,LONSME,0,60,1,NA,NA,NA,6623.1375
2025,6,2025-06-17T00:00:00Z,214,2,LONSME,0,43,1,NA,NA,1140.840045,NA
2025,6,2025-06-17T00:00:00Z,215,2,LONSME,0,40,1,0,head only ~40mm,380.2799915,NA
2025,6,2025-06-17T00:00:00Z,216,2,LONSME,0,40,1,NA,NA,507.0399887,NA
2025,6,2025-06-17T00:00:00Z,216,2,LONSME,0,41,1,NA,NA,507.0399887,NA
2025,6,2025-06-17T00:00:00Z,216,2,LONSME,0,42,1,NA,NA,507.0399887,NA
2025,6,2025-06-17T00:00:00Z,216,2,LONSME,0,47,1,NA,NA,507.0399887,NA
2025,6,2025-06-17T00:00:00Z,216,2,LONSME,0,NA,NA,2,"2 damaged, 1 from shrimp",507.0399887,NA
2025,6,2025-06-17T00:00:00Z,216,2,LONSME,8,35,1,NA,NA,507.0399887,NA
2025,6,2025-06-17T00:00:00Z,243,1,LONSME,8,35,1,NA,NA,NA,5823.025
2025,6,2025-06-17T00:00:00Z,243,2,LONSME,8,30,1,NA,NA,1077.460011,NA
2025,6,2025-06-17T00:00:00Z,243,2,LONSME,8,32,2,NA,NA,1077.460011,NA
2025,6,2025-06-17T00:00:00Z,243,2,LONSME,8,33,1,NA,NA,1077.460011,NA
2025,6,2025-06-17T00:00:00Z,243,2,LONSME,8,36,1,NA,NA,1077.460011,NA
2025,6,2025-06-17T00:00:00Z,243,2,LONSME,8,37,1,NA,NA,1077.460011,NA
2025,6,2025-06-17T00:00:00Z,243,2,LONSME,8,38,2,NA,NA,1077.460011,NA
2025,6,2025-06-16T00:00:00Z,317,1,LONSME,8,37,1,NA,NA,NA,7525.025
2025,6,2025-06-16T00:00:00Z,318,1,LONSME,0,47,1,NA,NA,NA,6967.275
2025,6,2025-06-16T00:00:00Z,318,1,LONSME,8,33,1,NA,NA,NA,6967.275
2025,6,2025-06-16T00:00:00Z,318,1,LONSME,8,34,1,NA,NA,NA,6967.275
2025,6,2025-06-16T00:00:00Z,318,2,LONSME,8,32,1,NA,NA,887.3200038,NA
