Survey,Date,Station,Depth,Net,Tow Duration,Meter,TowVolume
10,10/1/2025,853,11.7,1,12,20927,6016.5
10,10/1/2025,863,3.2,1,12,21309,6126.3
10,10/1/2025,864,11.7,1,12,19640,5646.5
10,10/1/2025,865,4.9,1,12,19497,5605.4
11,11/19/2025,101,13.4,1,12,22263,6400.6
11,11/17/2025,102,4.9,1,12,23868,6862.1
11,11/17/2025,103,5.6,1,12,28384,8160.4
11,11/12/2025,104,3.4,1,12,24975,7180.3
11,11/12/2025,105,3.8,1,12,19350,5563.1
11,11/12/2025,106,4.3,1,12,25889,7443.1
11,11/17/2025,107,16.9,1,12,24742,7113.3
11,11/12/2025,108,11.1,1,12,23307,6700.8
11,11/12/2025,109,20.1,1,12,26756,7692.4
11,11/12/2025,110,18.4,1,12,25509,7333.8
11,11/19/2025,140,15.7,1,12,23697,6812.9
11,11/12/2025,142,5.2,1,12,25815,7421.8
11,11/10/2025,211,8.1,1,12,23945,6884.2
11,11/10/2025,212,4.0,1,12,27375,7870.3
11,11/10/2025,213,20.0,1,12,27693,7961.7
11,11/10/2025,214,14.6,1,12,23527,6764.0
11,11/10/2025,215,14.2,1,12,24959,7175.7
11,11/10/2025,216,10.8,1,12,25260,7262.3
11,11/10/2025,243,7.8,1,12,29079,8360.2
11,11/10/2025,244,5.2,1,12,28084,8074.2
11,11/6/2025,317,4.4,1,12,25185,7240.7
11,11/6/2025,318,4.9,1,12,27597,7934.1
11,11/6/2025,319,4.3,1,12,26648,7661.3
11,11/6/2025,320,4.3,1,12,23991,6897.4
11,11/6/2025,321,4.7,1,12,26793,7703.0
11,11/6/2025,322,5.0,1,12,26619,7653.0
11,11/6/2025,323,5.3,1,12,25802,7418.1
11,11/6/2025,325,13.7,1,12,26010,7477.9
11,11/6/2025,345,15.4,1,12,24622,7078.8
11,11/6/2025,346,12.3,1,12,15688,4510.3
11,11/5/2025,427,11.4,1,12,23823,6849.1
11,11/5/2025,428,12.0,1,12,25900,7446.3
11,11/5/2025,429,11.0,1,12,28788,8276.6
11,11/5/2025,430,4.1,1,12,31273,8991.0
11,11/5/2025,431,5.2,1,12,23887,6867.5
11,11/5/2025,432,11.9,1,12,27085,7786.9
11,11/5/2025,433,12.3,1,12,26306,7563.0
11,11/6/2025,447,5.8,1,12,27676,7956.9
11,11/5/2025,534,4.9,1,12,25590,7357.1
11,11/5/2025,535,14.8,1,12,26915,7738.1
11,11/4/2025,736,12.0,1,12,23376,6720.6
11,11/4/2025,750,9.9,1,12,24168,6948.3
11,11/4/2025,751,10.7,1,12,24151,6943.4
11,11/4/2025,752,5.3,1,12,22577,6490.9
11,11/4/2025,760,5.9,1,12,24269,6977.3
11,11/4/2025,761,12.0,1,12,22588,6494.1
11,11/4/2025,762,4.6,1,12,15321,4404.8
11,11/3/2025,837,4.3,1,12,25052,7202.5
11,11/3/2025,853,12.3,1,12,23592,6782.7
11,11/3/2025,863,5.0,1,12,23517,6761.1
11,11/3/2025,864,12.7,1,12,23529,6764.6
11,11/3/2025,865,5.8,1,12,24172,6949.5
12,12/11/2025,101,12.0,1,12,22350,6425.6
12,12/11/2025,102,3.4,1,12,24628,7080.6
12,12/11/2025,103,4.7,1,12,24888,7155.3
12,12/10/2025,104,3.2,1,12,23567,6775.5
12,12/10/2025,105,3.5,1,12,24172,6949.5
12,12/10/2025,106,4.7,1,12,23534,6766.0
12,12/11/2025,107,15.9,1,12,22971,6604.2
12,12/10/2025,108,11.0,1,12,25194,7243.3
12,12/10/2025,109,19.7,1,12,23644,6797.7
12,12/10/2025,110,17.8,1,12,19482,5601.1
12,12/11/2025,140,14.0,1,12,22996,6611.4
12,12/10/2025,142,4.4,1,12,21898,6295.7
12,12/9/2025,211,7.8,1,12,22916,6588.4
12,12/9/2025,212,3.8,1,12,25934,7456.0
12,12/9/2025,213,20.0,1,12,23431,6736.4
12,12/9/2025,214,15.4,1,12,25508,7333.6
12,12/9/2025,215,15.5,1,12,21185,6090.7
12,12/9/2025,216,11.0,1,12,25832,7426.7
12,12/9/2025,243,7.3,1,12,26796,7703.9
12,12/9/2025,244,5.5,1,12,25761,7406.3
12,12/8/2025,317,4.9,1,12,24263,6975.6
12,12/8/2025,318,4.3,1,12,26591,7644.9
12,12/8/2025,319,3.5,1,12,24819,7135.5
12,12/8/2025,320,3.7,1,12,26028,7483.1
12,12/8/2025,321,4.1,1,12,26797,7704.1
12,12/8/2025,322,4.4,1,12,26249,7546.6
12,12/8/2025,323,5.3,1,12,22758,6542.9
12,12/8/2025,325,13.0,1,12,29176,8388.1
12,12/8/2025,345,15.9,1,12,20083,5773.9
12,12/8/2025,346,12.0,1,12,19132,5500.5
12,12/3/2025,427,10.7,1,12,22537,6479.4
12,12/3/2025,428,12.5,1,12,23910,6874.1
12,12/3/2025,429,10.2,1,12,22982,6607.3
12,12/3/2025,430,4.7,1,12,26831,7713.9
12,12/3/2025,431,5.0,1,12,26215,7536.8
12,12/3/2025,432,12.0,1,12,24782,7124.8
12,12/3/2025,433,13.1,1,12,26412,7593.5
12,12/3/2025,447,4.9,1,12,25589,7356.8
12,12/3/2025,534,4.4,1,12,26999,7762.2
12,12/3/2025,535,14.2,1,12,19880,5715.5
12,12/2/2025,736,13.0,1,12,26612,7651.0
12,12/2/2025,750,10.7,1,12,24939,7170.0
12,12/2/2025,751,11.0,1,12,22176,6375.6
12,12/2/2025,752,5.6,1,12,25556,7347.4
12,12/2/2025,760,6.3,1,12,24056,6916.1
12,12/2/2025,761,12.7,1,12,24386,7011.0
12,12/2/2025,762,5.2,1,12,24081,6923.3
12,12/1/2025,837,4.6,1,12,24575,7065.3
12,12/1/2025,853,12.3,1,12,24726,7108.7
12,12/1/2025,863,4.6,1,12,25079,7210.2
12,12/1/2025,864,13.0,1,12,24716,7105.9
12,12/1/2025,865,5.9,1,12,27344,7861.4
