Year,Survey,Date,Station,Net,Tow,AlphaCode,Length,Frequency,AdjustedFreq,SizeGroup
2025,7,7/14/2025,243,2,1,LONSME,40,9,19.08,Age0
2025,7,7/14/2025,243,2,1,LONSME,41,5,10.60,Age0
2025,7,7/14/2025,243,2,1,LONSME,42,8,16.96,Age0
2025,7,7/14/2025,243,2,1,LONSME,43,5,10.60,Age0
2025,7,7/14/2025,243,2,1,LONSME,44,6,12.72,Age0
2025,7,7/14/2025,243,2,1,LONSME,45,1,2.12,Age0
2025,7,7/14/2025,243,2,1,LONSME,46,2,4.24,Age0
2025,7,7/14/2025,243,2,1,LONSME,47,4,8.48,Age0
2025,7,7/14/2025,243,2,1,LONSME,48,4,8.48,Age0
2025,7,7/14/2025,243,2,1,LONSME,49,2,4.24,Age0
2025,7,7/14/2025,243,2,1,LONSME,50,1,2.12,Age0
2025,7,7/14/2025,243,2,1,LONSME,52,1,2.12,Age0
2025,7,7/14/2025,243,2,1,LONSME,53,1,2.12,Age0
2025,7,7/14/2025,243,2,1,LONSME,54,1,2.12,Age0
2025,7,7/3/2025,318,2,1,LONSME,41,1,1.00,Age0
2025,7,7/3/2025,318,2,1,LONSME,42,1,1.00,Age0
2025,7,7/3/2025,320,1,1,LONSME,40,1,1.00,Age0
2025,7,7/3/2025,320,1,1,LONSME,47,1,1.00,Age0
2025,7,7/10/2025,321,1,1,LONSME,48,1,1.00,Age0
2025,7,7/10/2025,321,1,1,LONSME,52,1,1.00,Age0
2025,7,7/10/2025,322,1,1,LONSME,41,1,1.00,Age0
2025,7,7/10/2025,322,1,1,LONSME,61,1,1.00,Age0
2025,7,7/3/2025,325,1,1,LONSME,40,1,1.00,Age0
2025,7,7/3/2025,325,1,1,LONSME,43,1,1.00,Age0
2025,7,7/3/2025,325,1,1,LONSME,44,1,1.00,Age0
2025,7,7/3/2025,325,1,1,LONSME,45,2,2.00,Age0
2025,7,7/3/2025,325,1,1,LONSME,48,1,1.00,Age0
2025,7,7/3/2025,325,1,1,LONSME,49,1,1.00,Age0
2025,7,7/3/2025,325,1,1,LONSME,50,1,1.00,Age0
2025,7,7/3/2025,325,1,1,LONSME,56,1,1.00,Age0
2025,7,7/3/2025,325,2,1,LONSME,40,2,2.16,Age0
2025,7,7/3/2025,325,2,1,LONSME,41,5,5.40,Age0
2025,7,7/3/2025,325,2,1,LONSME,42,5,5.40,Age0
2025,7,7/3/2025,325,2,1,LONSME,43,4,4.32,Age0
2025,7,7/3/2025,325,2,1,LONSME,45,4,4.32,Age0
2025,7,7/3/2025,325,2,1,LONSME,46,1,1.08,Age0
2025,7,7/3/2025,325,2,1,LONSME,47,1,1.08,Age0
2025,7,7/3/2025,325,2,1,LONSME,52,1,1.08,Age0
2025,7,7/3/2025,325,2,1,LONSME,53,1,1.08,Age0
2025,7,7/3/2025,325,2,1,LONSME,56,1,1.08,Age0
2025,7,7/10/2025,345,1,1,LONSME,46,1,1.00,Age0
2025,7,7/10/2025,345,1,1,LONSME,47,1,1.00,Age0
2025,7,7/10/2025,345,2,1,LONSME,42,1,1.00,Age0
2025,7,7/10/2025,345,2,1,LONSME,47,1,1.00,Age0
2025,7,7/10/2025,345,2,1,LONSME,84,1,1.00,Age1
2025,7,7/2/2025,427,1,1,LONSME,41,1,1.00,Age0
2025,7,7/2/2025,427,1,1,LONSME,42,1,1.00,Age0
2025,7,7/2/2025,427,1,1,LONSME,43,1,1.00,Age0
2025,7,7/2/2025,427,1,1,LONSME,44,2,2.00,Age0
2025,7,7/2/2025,427,1,1,LONSME,46,1,1.00,Age0
2025,7,7/2/2025,427,1,1,LONSME,47,2,2.00,Age0
2025,7,7/2/2025,427,1,1,LONSME,48,2,2.00,Age0
2025,7,7/2/2025,427,1,1,LONSME,50,1,1.00,Age0
2025,7,7/2/2025,427,1,1,LONSME,51,1,1.00,Age0
2025,7,7/2/2025,427,1,1,LONSME,52,1,1.00,Age0
2025,7,7/2/2025,427,1,1,LONSME,53,2,2.00,Age0
2025,7,7/2/2025,428,1,1,LONSME,40,2,2.10,Age0
2025,7,7/2/2025,428,1,1,LONSME,41,5,5.24,Age0
2025,7,7/2/2025,428,1,1,LONSME,42,3,3.14,Age0
2025,7,7/2/2025,428,1,1,LONSME,43,4,4.19,Age0
2025,7,7/2/2025,428,1,1,LONSME,44,1,1.05,Age0
2025,7,7/2/2025,428,1,1,LONSME,46,2,2.10,Age0
2025,7,7/2/2025,428,1,1,LONSME,47,2,2.10,Age0
2025,7,7/2/2025,428,1,1,LONSME,50,1,1.05,Age0
2025,7,7/2/2025,428,1,1,LONSME,54,1,1.05,Age0
2025,7,7/2/2025,428,2,1,LONSME,43,1,1.00,Age0
2025,7,7/2/2025,429,1,1,LONSME,40,1,1.00,Age0
2025,7,7/2/2025,433,1,1,LONSME,57,1,1.00,Age0
2025,8,8/19/2025,109,2,1,LONSME,48,1,1.00,Age0
2025,8,8/19/2025,109,2,1,LONSME,52,1,1.00,Age0
2025,8,8/19/2025,109,2,1,LONSME,60,1,1.00,Age0
2025,8,8/19/2025,110,2,1,LONSME,43,1,1.00,Age0
2025,8,8/19/2025,110,2,1,LONSME,44,1,1.00,Age0
2025,8,8/19/2025,110,2,1,LONSME,45,1,1.00,Age0
2025,8,8/19/2025,110,2,1,LONSME,46,1,1.00,Age0
2025,8,8/19/2025,110,2,1,LONSME,47,6,6.00,Age0
2025,8,8/19/2025,110,2,1,LONSME,48,3,3.00,Age0
2025,8,8/19/2025,110,2,1,LONSME,49,4,4.00,Age0
2025,8,8/19/2025,110,2,1,LONSME,50,4,4.00,Age0
2025,8,8/19/2025,110,2,1,LONSME,51,4,4.00,Age0
2025,8,8/19/2025,110,2,1,LONSME,52,5,5.00,Age0
2025,8,8/19/2025,110,2,1,LONSME,53,1,1.00,Age0
2025,8,8/19/2025,110,2,1,LONSME,54,1,1.00,Age0
2025,8,8/19/2025,110,2,1,LONSME,55,1,1.00,Age0
2025,8,8/19/2025,110,2,1,LONSME,56,1,1.00,Age0
2025,8,8/19/2025,110,2,1,LONSME,60,1,1.00,Age0
2025,8,8/13/2025,211,1,1,LONSME,42,1,1.00,Age0
2025,8,8/13/2025,211,1,1,LONSME,45,2,2.00,Age0
2025,8,8/13/2025,211,1,1,LONSME,47,3,3.00,Age0
2025,8,8/13/2025,211,1,1,LONSME,48,1,1.00,Age0
2025,8,8/13/2025,211,1,1,LONSME,49,1,1.00,Age0
2025,8,8/13/2025,211,1,1,LONSME,50,1,1.00,Age0
2025,8,8/13/2025,211,1,1,LONSME,51,2,2.00,Age0
2025,8,8/13/2025,211,1,1,LONSME,52,2,2.00,Age0
2025,8,8/13/2025,211,1,1,LONSME,53,2,2.00,Age0
2025,8,8/13/2025,211,1,1,LONSME,54,1,1.00,Age0
2025,8,8/13/2025,211,1,1,LONSME,55,1,1.00,Age0
2025,8,8/13/2025,211,1,1,LONSME,57,2,2.00,Age0
2025,8,8/13/2025,211,1,1,LONSME,58,1,1.00,Age0
2025,8,8/13/2025,211,1,1,LONSME,59,1,1.00,Age0
2025,8,8/13/2025,211,2,1,LONSME,44,1,1.00,Age0
2025,8,8/13/2025,211,2,1,LONSME,47,1,1.00,Age0
2025,8,8/13/2025,211,2,1,LONSME,49,2,2.00,Age0
2025,8,8/13/2025,211,2,1,LONSME,53,1,1.00,Age0
2025,8,8/13/2025,211,2,1,LONSME,54,2,2.00,Age0
2025,8,8/13/2025,213,1,1,LONSME,46,1,1.00,Age0
2025,8,8/13/2025,213,1,1,LONSME,50,2,2.00,Age0
2025,8,8/13/2025,213,1,1,LONSME,53,1,1.00,Age0
2025,8,8/13/2025,213,2,1,LONSME,49,1,1.00,Age0
2025,8,8/13/2025,215,1,1,LONSME,42,1,1.00,Age0
2025,8,8/13/2025,215,1,1,LONSME,45,1,1.00,Age0
2025,8,8/13/2025,215,2,1,LONSME,48,1,1.00,Age0
2025,8,8/13/2025,216,1,1,LONSME,40,1,1.00,Age0
2025,8,8/13/2025,216,1,1,LONSME,41,1,1.00,Age0
2025,8,8/13/2025,216,1,1,LONSME,43,2,2.00,Age0
2025,8,8/13/2025,216,1,1,LONSME,44,1,1.00,Age0
2025,8,8/13/2025,216,1,1,LONSME,45,2,2.00,Age0
2025,8,8/13/2025,216,1,1,LONSME,46,1,1.00,Age0
2025,8,8/13/2025,216,1,1,LONSME,47,1,1.00,Age0
2025,8,8/13/2025,216,1,1,LONSME,48,1,1.00,Age0
2025,8,8/13/2025,216,1,1,LONSME,50,2,2.00,Age0
2025,8,8/13/2025,216,1,1,LONSME,52,3,3.00,Age0
2025,8,8/13/2025,216,1,1,LONSME,53,1,1.00,Age0
2025,8,8/13/2025,216,2,1,LONSME,41,1,1.00,Age0
2025,8,8/13/2025,216,2,1,LONSME,42,2,2.00,Age0
2025,8,8/13/2025,216,2,1,LONSME,43,3,3.00,Age0
2025,8,8/13/2025,216,2,1,LONSME,46,2,2.00,Age0
2025,8,8/13/2025,216,2,1,LONSME,47,2,2.00,Age0
2025,8,8/13/2025,216,2,1,LONSME,48,3,3.00,Age0
2025,8,8/13/2025,216,2,1,LONSME,49,1,1.00,Age0
2025,8,8/13/2025,216,2,1,LONSME,50,2,2.00,Age0
2025,8,8/13/2025,216,2,1,LONSME,52,2,2.00,Age0
2025,8,8/13/2025,216,2,1,LONSME,54,1,1.00,Age0
2025,8,8/12/2025,319,2,1,LONSME,51,1,1.00,Age0
2025,8,8/12/2025,320,1,1,LONSME,49,1,1.00,Age0
2025,8,8/12/2025,320,1,1,LONSME,50,1,1.00,Age0
2025,8,8/12/2025,323,1,1,LONSME,43,1,1.00,Age0
2025,8,8/12/2025,325,1,1,LONSME,41,1,1.00,Age0
2025,8,8/12/2025,325,1,1,LONSME,43,1,1.00,Age0
2025,8,8/12/2025,325,1,1,LONSME,46,1,1.00,Age0
2025,8,8/12/2025,325,1,1,LONSME,47,1,1.00,Age0
2025,8,8/11/2025,427,1,1,LONSME,53,2,2.00,Age0
2025,8,8/11/2025,427,1,1,LONSME,84,1,1.00,Age1
2025,8,8/11/2025,428,2,1,LONSME,50,1,1.00,Age0
2025,8,8/11/2025,432,1,1,LONSME,52,1,1.00,Age0
2025,8,8/11/2025,433,2,1,LONSME,43,1,1.00,Age0
2025,8,8/11/2025,534,1,1,LONSME,57,1,1.00,Age0
2025,8,8/11/2025,535,1,1,LONSME,56,1,1.00,Age0
2025,9,9/15/2025,109,2,1,LONSME,48,1,1.00,Age0
2025,9,9/15/2025,110,1,1,LONSME,43,1,1.08,Age0
2025,9,9/15/2025,110,1,1,LONSME,44,1,1.08,Age0
2025,9,9/15/2025,110,1,1,LONSME,45,1,1.08,Age0
2025,9,9/15/2025,110,1,1,LONSME,47,3,3.24,Age0
2025,9,9/15/2025,110,1,1,LONSME,48,3,3.24,Age0
2025,9,9/15/2025,110,1,1,LONSME,49,2,2.16,Age0
2025,9,9/15/2025,110,1,1,LONSME,50,4,4.32,Age0
2025,9,9/15/2025,110,1,1,LONSME,51,10,10.80,Age0
2025,9,9/15/2025,110,1,1,LONSME,52,6,6.48,Age0
2025,9,9/15/2025,110,1,1,LONSME,53,9,9.72,Age0
2025,9,9/15/2025,110,1,1,LONSME,54,3,3.24,Age0
2025,9,9/15/2025,110,1,1,LONSME,55,1,1.08,Age0
2025,9,9/15/2025,110,1,1,LONSME,56,1,1.08,Age0
2025,9,9/15/2025,110,1,1,LONSME,57,2,2.16,Age0
2025,9,9/15/2025,110,1,1,LONSME,59,1,1.08,Age0
2025,9,9/15/2025,110,1,1,LONSME,63,1,1.08,Age0
2025,9,9/15/2025,110,1,1,LONSME,64,1,1.08,Age0
2025,9,9/15/2025,110,2,1,LONSME,46,1,1.00,Age0
2025,9,9/15/2025,110,2,1,LONSME,47,4,4.00,Age0
2025,9,9/15/2025,110,2,1,LONSME,48,2,2.00,Age0
2025,9,9/15/2025,110,2,1,LONSME,51,1,1.00,Age0
2025,9,9/15/2025,110,2,1,LONSME,53,1,1.00,Age0
2025,9,9/11/2025,211,1,1,LONSME,49,1,1.00,Age0
2025,9,9/11/2025,211,1,1,LONSME,50,2,2.00,Age0
2025,9,9/11/2025,211,1,1,LONSME,53,1,1.00,Age0
2025,9,9/11/2025,211,1,1,LONSME,54,1,1.00,Age0
2025,9,9/11/2025,211,1,1,LONSME,55,1,1.00,Age0
2025,9,9/11/2025,211,1,1,LONSME,56,2,2.00,Age0
2025,9,9/11/2025,211,1,1,LONSME,58,1,1.00,Age0
2025,9,9/11/2025,211,1,1,LONSME,62,1,1.00,Age0
2025,9,9/11/2025,211,1,1,LONSME,63,1,1.00,Age0
2025,9,9/11/2025,211,2,1,LONSME,57,1,1.00,Age0
2025,9,9/11/2025,213,1,1,LONSME,50,1,1.00,Age0
2025,9,9/11/2025,213,1,1,LONSME,51,1,1.00,Age0
2025,9,9/11/2025,213,1,1,LONSME,53,3,3.00,Age0
2025,9,9/11/2025,213,1,1,LONSME,59,1,1.00,Age0
2025,9,9/11/2025,213,1,1,LONSME,61,1,1.00,Age0
2025,9,9/11/2025,213,1,1,LONSME,63,1,1.00,Age0
2025,9,9/11/2025,213,2,1,LONSME,45,1,1.11,Age0
2025,9,9/11/2025,213,2,1,LONSME,47,1,1.11,Age0
2025,9,9/11/2025,213,2,1,LONSME,48,2,2.22,Age0
2025,9,9/11/2025,213,2,1,LONSME,49,1,1.11,Age0
2025,9,9/11/2025,213,2,1,LONSME,50,3,3.33,Age0
2025,9,9/11/2025,213,2,1,LONSME,51,3,3.33,Age0
2025,9,9/11/2025,213,2,1,LONSME,53,2,2.22,Age0
2025,9,9/11/2025,213,2,1,LONSME,54,2,2.22,Age0
2025,9,9/11/2025,213,2,1,LONSME,55,3,3.33,Age0
2025,9,9/11/2025,213,2,1,LONSME,56,2,2.22,Age0
2025,9,9/11/2025,213,2,1,LONSME,57,3,3.33,Age0
2025,9,9/11/2025,213,2,1,LONSME,58,1,1.11,Age0
2025,9,9/11/2025,213,2,1,LONSME,60,2,2.22,Age0
2025,9,9/11/2025,213,2,1,LONSME,62,1,1.11,Age0
2025,9,9/11/2025,215,1,1,LONSME,43,1,1.00,Age0
2025,9,9/11/2025,215,2,1,LONSME,52,1,1.00,Age0
2025,9,9/11/2025,216,1,1,LONSME,47,1,1.00,Age0
2025,9,9/11/2025,216,1,1,LONSME,48,1,1.00,Age0
2025,9,9/11/2025,216,1,1,LONSME,49,1,1.00,Age0
2025,9,9/11/2025,216,1,1,LONSME,50,1,1.00,Age0
2025,9,9/11/2025,216,1,1,LONSME,56,1,1.00,Age0
2025,9,9/11/2025,216,1,1,LONSME,57,1,1.00,Age0
2025,9,9/11/2025,216,1,1,LONSME,58,1,1.00,Age0
2025,9,9/11/2025,216,2,1,LONSME,47,1,1.00,Age0
2025,9,9/11/2025,216,2,1,LONSME,51,1,1.00,Age0
2025,9,9/11/2025,243,1,1,LONSME,52,2,2.00,Age0
2025,9,9/11/2025,243,1,1,LONSME,58,1,1.00,Age0
2025,9,9/11/2025,243,1,1,LONSME,61,1,1.00,Age0
2025,9,9/11/2025,243,2,1,LONSME,51,1,1.00,Age0
2025,9,9/11/2025,243,2,1,LONSME,57,1,1.00,Age0
2025,9,9/11/2025,243,2,1,LONSME,58,1,1.00,Age0
2025,9,9/11/2025,243,2,1,LONSME,59,2,2.00,Age0
2025,9,9/11/2025,243,2,1,LONSME,66,1,1.00,Age0
2025,9,9/10/2025,317,1,1,LONSME,51,1,1.00,Age0
2025,9,9/10/2025,319,2,1,LONSME,46,1,1.00,Age0
2025,9,9/10/2025,322,1,1,LONSME,50,1,1.00,Age0
2025,9,9/10/2025,322,1,1,LONSME,51,1,1.00,Age0
2025,9,9/10/2025,325,2,1,LONSME,56,1,1.00,Age0
2025,9,9/10/2025,345,1,1,LONSME,65,1,1.00,Age0
2025,9,9/10/2025,345,2,1,LONSME,43,1,1.00,Age0
2025,9,9/10/2025,345,2,1,LONSME,44,2,2.00,Age0
2025,9,9/10/2025,345,2,1,LONSME,46,1,1.00,Age0
2025,9,9/10/2025,346,1,1,LONSME,51,1,1.00,Age0
2025,9,9/10/2025,346,1,1,LONSME,58,1,1.00,Age0
2025,9,9/10/2025,346,2,1,LONSME,56,1,1.00,Age0
2025,9,9/3/2025,433,1,1,LONSME,48,1,1.00,Age0
2025,10,10/8/2025,108,2,1,LONSME,61,1,1.00,Age0
2025,10,10/8/2025,110,1,1,LONSME,53,1,1.00,Age0
2025,10,10/8/2025,110,1,1,LONSME,62,1,1.00,Age0
2025,10,10/8/2025,110,2,1,LONSME,46,1,1.00,Age0
2025,10,10/8/2025,110,2,1,LONSME,65,1,1.00,Age0
2025,10,10/7/2025,211,1,1,LONSME,55,1,1.00,Age0
2025,10,10/7/2025,211,1,1,LONSME,58,1,1.00,Age0
2025,10,10/7/2025,211,1,1,LONSME,62,1,1.00,Age0
2025,10,10/7/2025,211,1,1,LONSME,63,1,1.00,Age0
2025,10,10/7/2025,211,2,1,LONSME,51,1,1.00,Age0
2025,10,10/7/2025,214,2,1,LONSME,54,1,1.00,Age0
2025,10,10/7/2025,214,2,1,LONSME,56,1,1.00,Age0
2025,10,10/7/2025,215,1,1,LONSME,55,1,1.00,Age0
2025,10,10/7/2025,216,1,1,LONSME,51,1,1.00,Age0
2025,10,10/7/2025,216,1,1,LONSME,52,1,1.00,Age0
2025,10,10/7/2025,216,1,1,LONSME,54,1,1.00,Age0
2025,10,10/7/2025,216,1,1,LONSME,56,2,2.00,Age0
2025,10,10/7/2025,216,1,1,LONSME,60,1,1.00,Age0
2025,10,10/7/2025,243,1,1,LONSME,55,1,1.00,Age0
2025,10,10/6/2025,322,1,1,LONSME,42,1,1.74,Age0
2025,10,10/6/2025,322,1,1,LONSME,46,1,1.74,Age0
2025,10,10/6/2025,322,1,1,LONSME,47,3,5.22,Age0
2025,10,10/6/2025,322,1,1,LONSME,49,1,1.74,Age0
2025,10,10/6/2025,322,1,1,LONSME,50,3,5.22,Age0
2025,10,10/6/2025,322,1,1,LONSME,51,1,1.74,Age0
2025,10,10/6/2025,322,1,1,LONSME,52,2,3.48,Age0
2025,10,10/6/2025,322,1,1,LONSME,53,6,10.44,Age0
2025,10,10/6/2025,322,1,1,LONSME,54,2,3.48,Age0
2025,10,10/6/2025,322,1,1,LONSME,55,6,10.44,Age0
2025,10,10/6/2025,322,1,1,LONSME,56,1,1.74,Age0
2025,10,10/6/2025,322,1,1,LONSME,57,7,12.18,Age0
2025,10,10/6/2025,322,1,1,LONSME,58,2,3.48,Age0
2025,10,10/6/2025,322,1,1,LONSME,59,3,5.22,Age0
2025,10,10/6/2025,322,1,1,LONSME,60,3,5.22,Age0
2025,10,10/6/2025,322,1,1,LONSME,61,2,3.48,Age0
2025,10,10/6/2025,322,1,1,LONSME,62,1,1.74,Age0
2025,10,10/6/2025,322,1,1,LONSME,63,2,3.48,Age0
2025,10,10/6/2025,322,1,1,LONSME,65,1,1.74,Age0
2025,10,10/6/2025,322,1,1,LONSME,67,1,1.74,Age0
2025,10,10/6/2025,322,1,1,LONSME,69,1,1.74,Age0
2025,10,10/6/2025,322,2,1,LONSME,47,4,4.00,Age0
2025,10,10/6/2025,322,2,1,LONSME,52,1,1.00,Age0
2025,10,10/6/2025,322,2,1,LONSME,53,1,1.00,Age0
2025,10,10/6/2025,322,2,1,LONSME,54,1,1.00,Age0
2025,10,10/6/2025,322,2,1,LONSME,56,1,1.00,Age0
2025,10,10/6/2025,322,2,1,LONSME,57,2,2.00,Age0
2025,10,10/6/2025,322,2,1,LONSME,80,1,1.00,Age0
2025,10,10/6/2025,323,1,1,LONSME,50,1,1.00,Age0
2025,10,10/6/2025,323,1,1,LONSME,51,1,1.00,Age0
2025,10,10/6/2025,323,1,1,LONSME,52,1,1.00,Age0
2025,10,10/6/2025,323,1,1,LONSME,53,1,1.00,Age0
2025,10,10/6/2025,323,1,1,LONSME,54,1,1.00,Age0
2025,10,10/6/2025,323,1,1,LONSME,55,2,2.00,Age0
2025,10,10/6/2025,323,1,1,LONSME,58,1,1.00,Age0
2025,10,10/6/2025,323,1,1,LONSME,62,1,1.00,Age0
2025,10,10/6/2025,323,1,1,LONSME,63,1,1.00,Age0
2025,10,10/6/2025,323,1,1,LONSME,82,1,1.00,Age0
2025,10,10/6/2025,323,1,1,LONSME,109,1,1.00,Age1
2025,10,10/6/2025,323,2,1,LONSME,43,1,1.00,Age0
2025,10,10/6/2025,323,2,1,LONSME,45,1,1.00,Age0
2025,10,10/6/2025,323,2,1,LONSME,46,1,1.00,Age0
2025,10,10/6/2025,323,2,1,LONSME,47,1,1.00,Age0
2025,10,10/6/2025,323,2,1,LONSME,48,1,1.00,Age0
2025,10,10/6/2025,323,2,1,LONSME,52,1,1.00,Age0
2025,10,10/6/2025,323,2,1,LONSME,54,1,1.00,Age0
2025,10,10/6/2025,323,2,1,LONSME,55,1,1.00,Age0
2025,10,10/6/2025,323,2,1,LONSME,57,1,1.00,Age0
2025,10,10/6/2025,325,1,1,LONSME,43,1,1.00,Age0
2025,10,10/6/2025,325,1,1,LONSME,45,1,1.00,Age0
2025,10,10/6/2025,325,1,1,LONSME,48,3,3.00,Age0
2025,10,10/6/2025,325,1,1,LONSME,49,1,1.00,Age0
2025,10,10/6/2025,325,1,1,LONSME,50,1,1.00,Age0
2025,10,10/6/2025,325,1,1,LONSME,51,3,3.00,Age0
2025,10,10/6/2025,325,1,1,LONSME,52,1,1.00,Age0
2025,10,10/6/2025,325,1,1,LONSME,53,3,3.00,Age0
2025,10,10/6/2025,325,1,1,LONSME,54,3,3.00,Age0
2025,10,10/6/2025,325,1,1,LONSME,55,2,2.00,Age0
2025,10,10/6/2025,325,1,1,LONSME,56,2,2.00,Age0
2025,10,10/6/2025,325,2,1,LONSME,43,2,2.05,Age0
2025,10,10/6/2025,325,2,1,LONSME,45,2,2.05,Age0
2025,10,10/6/2025,325,2,1,LONSME,46,1,1.02,Age0
2025,10,10/6/2025,325,2,1,LONSME,47,3,3.07,Age0
2025,10,10/6/2025,325,2,1,LONSME,48,3,3.07,Age0
2025,10,10/6/2025,325,2,1,LONSME,49,3,3.07,Age0
2025,10,10/6/2025,325,2,1,LONSME,50,4,4.09,Age0
2025,10,10/6/2025,325,2,1,LONSME,51,6,6.14,Age0
2025,10,10/6/2025,325,2,1,LONSME,52,7,7.16,Age0
2025,10,10/6/2025,325,2,1,LONSME,53,3,3.07,Age0
2025,10,10/6/2025,325,2,1,LONSME,54,1,1.02,Age0
2025,10,10/6/2025,325,2,1,LONSME,55,2,2.05,Age0
2025,10,10/6/2025,325,2,1,LONSME,56,2,2.05,Age0
2025,10,10/6/2025,325,2,1,LONSME,57,1,1.02,Age0
2025,10,10/6/2025,325,2,1,LONSME,59,1,1.02,Age0
2025,10,10/6/2025,325,2,1,LONSME,60,1,1.02,Age0
2025,10,10/6/2025,325,2,1,LONSME,65,1,1.02,Age0
2025,10,10/6/2025,345,2,1,LONSME,60,1,1.00,Age0
2025,10,10/2/2025,427,1,1,LONSME,56,1,1.00,Age0
2025,10,10/2/2025,429,1,1,LONSME,74,1,1.00,Age0
2025,10,10/2/2025,433,1,1,LONSME,58,1,1.00,Age0
2025,11,11/17/2025,101,2,1,LONSME,64,1,1.00,Age0
2025,11,11/17/2025,103,2,1,LONSME,67,1,1.00,Age0
2025,11,11/17/2025,107,1,1,LONSME,52,1,1.00,Age0
2025,11,11/17/2025,107,1,1,LONSME,54,1,1.00,Age0
2025,11,11/17/2025,107,1,1,LONSME,55,1,1.00,Age0
2025,11,11/17/2025,107,1,1,LONSME,63,1,1.00,Age0
2025,11,11/17/2025,107,1,1,LONSME,64,1,1.00,Age0
2025,11,11/17/2025,107,2,1,LONSME,57,1,1.00,Age0
2025,11,11/17/2025,107,2,1,LONSME,70,1,1.00,Age0
2025,11,11/12/2025,108,1,1,LONSME,60,1,1.00,Age0
2025,11,11/12/2025,108,1,1,LONSME,71,1,1.00,Age0
2025,11,11/12/2025,108,2,1,LONSME,53,1,1.00,Age0
2025,11,11/12/2025,108,2,1,LONSME,55,1,1.00,Age0
2025,11,11/12/2025,108,2,1,LONSME,57,1,1.00,Age0
2025,11,11/12/2025,108,2,1,LONSME,59,1,1.00,Age0
2025,11,11/12/2025,108,2,1,LONSME,60,1,1.00,Age0
2025,11,11/12/2025,108,2,1,LONSME,63,1,1.00,Age0
2025,11,11/12/2025,108,2,1,LONSME,64,2,2.00,Age0
2025,11,11/12/2025,108,2,1,LONSME,65,1,1.00,Age0
2025,11,11/12/2025,108,2,1,LONSME,66,3,3.00,Age0
2025,11,11/12/2025,108,2,1,LONSME,67,1,1.00,Age0
2025,11,11/12/2025,108,2,1,LONSME,68,1,1.00,Age0
2025,11,11/12/2025,108,2,1,LONSME,83,1,1.00,Age0
2025,11,11/12/2025,108,2,1,LONSME,89,1,1.00,Age1
2025,11,11/12/2025,109,1,1,LONSME,50,4,4.00,Age0
2025,11,11/12/2025,109,1,1,LONSME,51,1,1.00,Age0
2025,11,11/12/2025,109,1,1,LONSME,52,1,1.00,Age0
2025,11,11/12/2025,109,1,1,LONSME,53,3,3.00,Age0
2025,11,11/12/2025,109,1,1,LONSME,54,3,3.00,Age0
2025,11,11/12/2025,109,1,1,LONSME,55,1,1.00,Age0
2025,11,11/12/2025,109,1,1,LONSME,57,2,2.00,Age0
2025,11,11/12/2025,109,1,1,LONSME,58,3,3.00,Age0
2025,11,11/12/2025,109,1,1,LONSME,60,1,1.00,Age0
2025,11,11/12/2025,109,1,1,LONSME,64,2,2.00,Age0
2025,11,11/12/2025,109,2,1,LONSME,52,1,1.00,Age0
2025,11,11/12/2025,109,2,1,LONSME,53,3,3.00,Age0
2025,11,11/12/2025,109,2,1,LONSME,54,1,1.00,Age0
2025,11,11/12/2025,109,2,1,LONSME,57,3,3.00,Age0
2025,11,11/12/2025,109,2,1,LONSME,58,2,2.00,Age0
2025,11,11/12/2025,109,2,1,LONSME,65,1,1.00,Age0
2025,11,11/12/2025,109,2,1,LONSME,67,1,1.00,Age0
2025,11,11/12/2025,110,2,1,LONSME,51,1,1.00,Age0
2025,11,11/12/2025,110,2,1,LONSME,57,1,1.00,Age0
2025,11,11/12/2025,110,2,1,LONSME,59,1,1.00,Age0
2025,11,11/12/2025,110,2,1,LONSME,107,1,1.00,Age1
2025,11,11/19/2025,140,1,1,LONSME,58,1,1.00,Age0
2025,11,11/10/2025,211,1,1,LONSME,49,1,1.00,Age0
2025,11,11/10/2025,211,1,1,LONSME,55,1,1.00,Age0
2025,11,11/10/2025,211,1,1,LONSME,58,1,1.00,Age0
2025,11,11/10/2025,211,2,1,LONSME,49,1,1.00,Age0
2025,11,11/10/2025,211,2,1,LONSME,50,1,1.00,Age0
2025,11,11/10/2025,211,2,1,LONSME,52,2,2.00,Age0
2025,11,11/10/2025,211,2,1,LONSME,53,2,2.00,Age0
2025,11,11/10/2025,211,2,1,LONSME,55,2,2.00,Age0
2025,11,11/10/2025,211,2,1,LONSME,56,3,3.00,Age0
2025,11,11/10/2025,211,2,1,LONSME,57,1,1.00,Age0
2025,11,11/10/2025,211,2,1,LONSME,64,1,1.00,Age0
2025,11,11/10/2025,211,2,1,LONSME,67,1,1.00,Age0
2025,11,11/10/2025,211,2,1,LONSME,68,1,1.00,Age0
2025,11,11/10/2025,214,1,1,LONSME,55,1,1.00,Age0
2025,11,11/10/2025,214,1,1,LONSME,60,1,1.00,Age0
2025,11,11/10/2025,214,2,1,LONSME,51,1,1.00,Age0
2025,11,11/10/2025,214,2,1,LONSME,52,1,1.00,Age0
2025,11,11/10/2025,214,2,1,LONSME,53,1,1.00,Age0
2025,11,11/10/2025,214,2,1,LONSME,54,3,3.00,Age0
2025,11,11/10/2025,214,2,1,LONSME,56,5,5.00,Age0
