SampleID,Taxa,Length,Count,Notes_catch,Source,Station,Date,Datetime,Survey,Depth,Method,Tide,Sal_surf,Temp_surf,TurbidityNTU,TurbidityFNU,Secchi,Tow_duration,Tow_area,Tow_volume,geometry,Stratum,Date_parsed,Year,Month_num,Month_label,WY,WY_adj,Length_int,Lifestage
20mm 15690,Spirinchus thaleichthys,20,28.2,NA,20mm,346,2010-03-30,2010-03-30 12:27:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,875.1515656965901,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,20,Juvenile
20mm 15690,Spirinchus thaleichthys,21,18.8,NA,20mm,346,2010-03-30,2010-03-30 12:27:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,875.1515656965901,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,21,Juvenile
20mm 15690,Spirinchus thaleichthys,22,9.4,NA,20mm,346,2010-03-30,2010-03-30 12:27:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,875.1515656965901,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,22,Juvenile
20mm 15690,Spirinchus thaleichthys,23,9.4,NA,20mm,346,2010-03-30,2010-03-30 12:27:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,875.1515656965901,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,23,Juvenile
20mm 15690,Spirinchus thaleichthys,27,9.4,NA,20mm,346,2010-03-30,2010-03-30 12:27:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,875.1515656965901,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,27,Juvenile
20mm 15691,Spirinchus thaleichthys,12,27.96,NA,20mm,346,2010-03-30,2010-03-30 12:41:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,894.8320270200401,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,12,Larvae
20mm 15691,Spirinchus thaleichthys,13,111.84,NA,20mm,346,2010-03-30,2010-03-30 12:41:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,894.8320270200401,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,13,Larvae
20mm 15691,Spirinchus thaleichthys,14,181.74,NA,20mm,346,2010-03-30,2010-03-30 12:41:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,894.8320270200401,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,14,Larvae
20mm 15691,Spirinchus thaleichthys,15,69.9,NA,20mm,346,2010-03-30,2010-03-30 12:41:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,894.8320270200401,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,15,Larvae
20mm 15691,Spirinchus thaleichthys,16,27.96,NA,20mm,346,2010-03-30,2010-03-30 12:41:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,894.8320270200401,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,16,Juvenile
20mm 15691,Spirinchus thaleichthys,17,27.96,NA,20mm,346,2010-03-30,2010-03-30 12:41:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,894.8320270200401,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,17,Juvenile
20mm 15691,Spirinchus thaleichthys,18,27.96,NA,20mm,346,2010-03-30,2010-03-30 12:41:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,894.8320270200401,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,18,Juvenile
20mm 15691,Spirinchus thaleichthys,19,55.92,NA,20mm,346,2010-03-30,2010-03-30 12:41:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,894.8320270200401,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,19,Juvenile
20mm 15691,Spirinchus thaleichthys,20,55.92,NA,20mm,346,2010-03-30,2010-03-30 12:41:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,894.8320270200401,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,20,Juvenile
20mm 15691,Spirinchus thaleichthys,21,27.96,NA,20mm,346,2010-03-30,2010-03-30 12:41:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,894.8320270200401,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,21,Juvenile
20mm 15691,Spirinchus thaleichthys,22,13.98,NA,20mm,346,2010-03-30,2010-03-30 12:41:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,894.8320270200401,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,22,Juvenile
20mm 15691,Spirinchus thaleichthys,23,13.98,NA,20mm,346,2010-03-30,2010-03-30 12:41:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,894.8320270200401,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,23,Juvenile
20mm 15691,Spirinchus thaleichthys,24,41.94,NA,20mm,346,2010-03-30,2010-03-30 12:41:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,894.8320270200401,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,24,Juvenile
20mm 15691,Spirinchus thaleichthys,25,13.98,NA,20mm,346,2010-03-30,2010-03-30 12:41:00,2,5.1816,20mm net,Flood,3.2491417712016135,16.100000381469727,NA,NA,27,NA,NA,894.8320270200401,"c(562383.813280731, 4232283.57198034)",Napa River,2010-03-30,2010,3,Mar,2010,2010,25,Juvenile
20mm 15693,Spirinchus thaleichthys,18,1,NA,20mm,705,2010-03-30,2010-03-30 12:38:00,2,3.9624,20mm net,Ebb,0.1331858846751338,15.399999618530273,NA,NA,60,NA,NA,883.931610324,"c(613220.178642449, 4217432.51143237)",Confluence,2010-03-30,2010,3,Mar,2010,2010,18,Juvenile
20mm 15696,Spirinchus thaleichthys,8,1,NA,20mm,706,2010-03-30,2010-03-30 13:32:00,2,6.7056000000000004,20mm net,Flood,0.12496380539381614,15.800000190734863,NA,NA,60,NA,NA,898.010962366,"c(609581.371198824, 4216103.36211278)",Confluence,2010-03-30,2010,3,Mar,2010,2010,8,Larvae
20mm 15698,Spirinchus thaleichthys,22,1,NA,20mm,707,2010-03-30,2010-03-30 11:33:00,2,9.144,20mm net,Ebb,0.12544705907032436,15.600000381469727,NA,NA,45,NA,NA,898.2469291599999,"c(613271.735972478, 4219329.17753021)",Confluence,2010-03-30,2010,3,Mar,2010,2010,22,Juvenile
20mm 15704,Spirinchus thaleichthys,7,1,NA,20mm,815,2010-03-30,2010-03-30 09:21:00,2,6.096,20mm net,Ebb,0.11675598420801613,15,NA,NA,115,NA,NA,888.5722906059999,"c(625304.736583385, 4216447.25412918)",South Delta,2010-03-30,2010,3,Mar,2010,2010,7,Larvae
20mm 15706,Spirinchus thaleichthys,6,1,NA,20mm,815,2010-03-30,2010-03-30 09:47:00,2,6.096,20mm net,Ebb,0.11675598420801613,15,NA,NA,115,NA,NA,866.7453621609999,"c(625304.736583385, 4216447.25412918)",South Delta,2010-03-30,2010,3,Mar,2010,2010,6,Larvae
20mm 15713,Spirinchus thaleichthys,9,4,NA,20mm,501,2010-04-01,2010-04-01 09:55:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,974.2842811877,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,9,Larvae
20mm 15713,Spirinchus thaleichthys,10,4,NA,20mm,501,2010-04-01,2010-04-01 09:55:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,974.2842811877,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,10,Larvae
20mm 15713,Spirinchus thaleichthys,13,2,NA,20mm,501,2010-04-01,2010-04-01 09:55:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,974.2842811877,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,13,Larvae
20mm 15713,Spirinchus thaleichthys,17,3,NA,20mm,501,2010-04-01,2010-04-01 09:55:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,974.2842811877,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,17,Juvenile
20mm 15713,Spirinchus thaleichthys,18,1,NA,20mm,501,2010-04-01,2010-04-01 09:55:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,974.2842811877,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,18,Juvenile
20mm 15714,Spirinchus thaleichthys,8,2,NA,20mm,501,2010-04-01,2010-04-01 10:09:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,955.37480700888,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,8,Larvae
20mm 15714,Spirinchus thaleichthys,9,2,NA,20mm,501,2010-04-01,2010-04-01 10:09:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,955.37480700888,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,9,Larvae
20mm 15714,Spirinchus thaleichthys,10,6,NA,20mm,501,2010-04-01,2010-04-01 10:09:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,955.37480700888,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,10,Larvae
20mm 15714,Spirinchus thaleichthys,14,2,NA,20mm,501,2010-04-01,2010-04-01 10:09:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,955.37480700888,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,14,Larvae
20mm 15714,Spirinchus thaleichthys,15,3,NA,20mm,501,2010-04-01,2010-04-01 10:09:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,955.37480700888,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,15,Larvae
20mm 15714,Spirinchus thaleichthys,16,3,NA,20mm,501,2010-04-01,2010-04-01 10:09:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,955.37480700888,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,16,Juvenile
20mm 15714,Spirinchus thaleichthys,17,1,NA,20mm,501,2010-04-01,2010-04-01 10:09:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,955.37480700888,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,17,Juvenile
20mm 15714,Spirinchus thaleichthys,18,5,NA,20mm,501,2010-04-01,2010-04-01 10:09:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,955.37480700888,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,18,Juvenile
20mm 15714,Spirinchus thaleichthys,19,2,NA,20mm,501,2010-04-01,2010-04-01 10:09:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,955.37480700888,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,19,Juvenile
20mm 15714,Spirinchus thaleichthys,20,1,NA,20mm,501,2010-04-01,2010-04-01 10:09:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,955.37480700888,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,20,Juvenile
20mm 15714,Spirinchus thaleichthys,26,1,NA,20mm,501,2010-04-01,2010-04-01 10:09:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,955.37480700888,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,26,Juvenile
20mm 15715,Spirinchus thaleichthys,8,3,NA,20mm,501,2010-04-01,2010-04-01 10:22:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,952.0473888057401,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,8,Larvae
20mm 15715,Spirinchus thaleichthys,9,1,NA,20mm,501,2010-04-01,2010-04-01 10:22:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,952.0473888057401,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,9,Larvae
20mm 15715,Spirinchus thaleichthys,10,3,NA,20mm,501,2010-04-01,2010-04-01 10:22:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,952.0473888057401,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,10,Larvae
20mm 15715,Spirinchus thaleichthys,11,1,NA,20mm,501,2010-04-01,2010-04-01 10:22:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,952.0473888057401,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,11,Larvae
20mm 15715,Spirinchus thaleichthys,12,1,NA,20mm,501,2010-04-01,2010-04-01 10:22:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,952.0473888057401,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,12,Larvae
20mm 15715,Spirinchus thaleichthys,14,3,NA,20mm,501,2010-04-01,2010-04-01 10:22:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,952.0473888057401,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,14,Larvae
20mm 15715,Spirinchus thaleichthys,15,2,NA,20mm,501,2010-04-01,2010-04-01 10:22:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,952.0473888057401,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,15,Larvae
20mm 15715,Spirinchus thaleichthys,16,4,NA,20mm,501,2010-04-01,2010-04-01 10:22:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,952.0473888057401,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,16,Juvenile
20mm 15715,Spirinchus thaleichthys,17,1,NA,20mm,501,2010-04-01,2010-04-01 10:22:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,952.0473888057401,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,17,Juvenile
20mm 15715,Spirinchus thaleichthys,19,3,NA,20mm,501,2010-04-01,2010-04-01 10:22:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,952.0473888057401,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,19,Juvenile
20mm 15715,Spirinchus thaleichthys,20,1,NA,20mm,501,2010-04-01,2010-04-01 10:22:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,952.0473888057401,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,20,Juvenile
20mm 15715,Spirinchus thaleichthys,22,1,NA,20mm,501,2010-04-01,2010-04-01 10:22:00,2,9.144,20mm net,Ebb,4.223683015224715,14.199999809265137,NA,NA,20,NA,NA,952.0473888057401,"c(585401.129373644, 4214399.06091521)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,22,Juvenile
20mm 15716,Spirinchus thaleichthys,24,1,NA,20mm,504,2010-04-01,2010-04-01 07:59:00,2,8.8392,20mm net,Ebb,3.867250401558572,13.699999809265137,NA,NA,45,NA,NA,917.4747021097,"c(588957.47359615, 4212063.5696838)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,24,Juvenile
20mm 15717,Spirinchus thaleichthys,10,1,NA,20mm,504,2010-04-01,2010-04-01 08:12:00,2,8.8392,20mm net,Ebb,3.867250401558572,13.699999809265137,NA,NA,45,NA,NA,949.65327083031,"c(588957.47359615, 4212063.5696838)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,10,Larvae
20mm 15717,Spirinchus thaleichthys,16,1,NA,20mm,504,2010-04-01,2010-04-01 08:12:00,2,8.8392,20mm net,Ebb,3.867250401558572,13.699999809265137,NA,NA,45,NA,NA,949.65327083031,"c(588957.47359615, 4212063.5696838)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,16,Juvenile
20mm 15717,Spirinchus thaleichthys,21,1,NA,20mm,504,2010-04-01,2010-04-01 08:12:00,2,8.8392,20mm net,Ebb,3.867250401558572,13.699999809265137,NA,NA,45,NA,NA,949.65327083031,"c(588957.47359615, 4212063.5696838)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,21,Juvenile
20mm 15717,Spirinchus thaleichthys,22,1,NA,20mm,504,2010-04-01,2010-04-01 08:12:00,2,8.8392,20mm net,Ebb,3.867250401558572,13.699999809265137,NA,NA,45,NA,NA,949.65327083031,"c(588957.47359615, 4212063.5696838)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,22,Juvenile
20mm 15718,Spirinchus thaleichthys,9,1,NA,20mm,504,2010-04-01,2010-04-01 08:25:00,2,8.8392,20mm net,Ebb,3.867250401558572,13.699999809265137,NA,NA,45,NA,NA,950.0590535380101,"c(588957.47359615, 4212063.5696838)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,9,Larvae
20mm 15718,Spirinchus thaleichthys,21,1,NA,20mm,504,2010-04-01,2010-04-01 08:25:00,2,8.8392,20mm net,Ebb,3.867250401558572,13.699999809265137,NA,NA,45,NA,NA,950.0590535380101,"c(588957.47359615, 4212063.5696838)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,21,Juvenile
20mm 15718,Spirinchus thaleichthys,23,1,NA,20mm,504,2010-04-01,2010-04-01 08:25:00,2,8.8392,20mm net,Ebb,3.867250401558572,13.699999809265137,NA,NA,45,NA,NA,950.0590535380101,"c(588957.47359615, 4212063.5696838)",Suisun and Honker Bays,2010-04-01,2010,4,Apr,2010,2010,23,Juvenile
20mm 15719,Spirinchus thaleichthys,6,1,NA,20mm,508,2010-04-01,2010-04-01 10:46:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,920.5064633939999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,6,Larvae
20mm 15719,Spirinchus thaleichthys,7,5,NA,20mm,508,2010-04-01,2010-04-01 10:46:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,920.5064633939999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,7,Larvae
20mm 15719,Spirinchus thaleichthys,9,2,NA,20mm,508,2010-04-01,2010-04-01 10:46:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,920.5064633939999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,9,Larvae
20mm 15719,Spirinchus thaleichthys,10,7,NA,20mm,508,2010-04-01,2010-04-01 10:46:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,920.5064633939999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,10,Larvae
20mm 15719,Spirinchus thaleichthys,11,2,NA,20mm,508,2010-04-01,2010-04-01 10:46:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,920.5064633939999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,11,Larvae
20mm 15719,Spirinchus thaleichthys,12,2,NA,20mm,508,2010-04-01,2010-04-01 10:46:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,920.5064633939999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,12,Larvae
20mm 15719,Spirinchus thaleichthys,13,3,NA,20mm,508,2010-04-01,2010-04-01 10:46:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,920.5064633939999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,13,Larvae
20mm 15719,Spirinchus thaleichthys,15,1,NA,20mm,508,2010-04-01,2010-04-01 10:46:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,920.5064633939999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,15,Larvae
20mm 15719,Spirinchus thaleichthys,16,2,NA,20mm,508,2010-04-01,2010-04-01 10:46:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,920.5064633939999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,16,Juvenile
20mm 15719,Spirinchus thaleichthys,17,9,NA,20mm,508,2010-04-01,2010-04-01 10:46:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,920.5064633939999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,17,Juvenile
20mm 15719,Spirinchus thaleichthys,18,4,NA,20mm,508,2010-04-01,2010-04-01 10:46:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,920.5064633939999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,18,Juvenile
20mm 15719,Spirinchus thaleichthys,19,4,NA,20mm,508,2010-04-01,2010-04-01 10:46:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,920.5064633939999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,19,Juvenile
20mm 15719,Spirinchus thaleichthys,22,1,NA,20mm,508,2010-04-01,2010-04-01 10:46:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,920.5064633939999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,22,Juvenile
20mm 15719,Spirinchus thaleichthys,23,1,NA,20mm,508,2010-04-01,2010-04-01 10:46:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,920.5064633939999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,23,Juvenile
20mm 15720,Spirinchus thaleichthys,6,1,NA,20mm,508,2010-04-01,2010-04-01 11:33:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,881.3753033889999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,6,Larvae
20mm 15720,Spirinchus thaleichthys,7,3,NA,20mm,508,2010-04-01,2010-04-01 11:33:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,881.3753033889999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,7,Larvae
20mm 15720,Spirinchus thaleichthys,8,3,NA,20mm,508,2010-04-01,2010-04-01 11:33:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,881.3753033889999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,8,Larvae
20mm 15720,Spirinchus thaleichthys,9,1,NA,20mm,508,2010-04-01,2010-04-01 11:33:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,881.3753033889999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,9,Larvae
20mm 15720,Spirinchus thaleichthys,10,2,NA,20mm,508,2010-04-01,2010-04-01 11:33:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,881.3753033889999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,10,Larvae
20mm 15720,Spirinchus thaleichthys,11,2,NA,20mm,508,2010-04-01,2010-04-01 11:33:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,881.3753033889999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,11,Larvae
20mm 15720,Spirinchus thaleichthys,14,3,NA,20mm,508,2010-04-01,2010-04-01 11:33:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,881.3753033889999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,14,Larvae
20mm 15720,Spirinchus thaleichthys,15,2,NA,20mm,508,2010-04-01,2010-04-01 11:33:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,881.3753033889999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,15,Larvae
20mm 15720,Spirinchus thaleichthys,16,4,NA,20mm,508,2010-04-01,2010-04-01 11:33:00,2,11.277600000000001,20mm net,Ebb,0.8672482315044482,14.600000381469727,NA,NA,31,NA,NA,881.3753033889999,"c(595005.449224376, 4211601.58427799)",Confluence,2010-04-01,2010,4,Apr,2010,2010,16,Juvenile
